0.03693
0.4329
0.1521
0.493
0.02628
0.0905
0.02222
22.55
0.000993
0.001355
-0.764
274
0.1897
133.6
237
270
3.596
4.62
4.613
1.653
2.3
127.6
6380
2.156
0.371
9.37
31.6
29.14
-2.188
12.23
5.332
9.62
0.1399
0.00279
0.03714
