"doy","mint_C","maxt_C","airt_C","co2_ppm","swrad_MJm2day","vpd_kPa","precip_kgm2s","wind_spd_ms"
299,3.725,12.1,8.525,413.238,1.9050336,0.0057,1.76851851851852e-05,8.454
300,7.324,12.55,10.373,411.191,2.750976,0.013,7.98263888888889e-05,8.941
301,8.23,11.86,9.959,416.299,4.8317472,0.022,3.92013888888889e-05,8.453
302,2.555,10.68,6.925,415.895,7.0347744,0.0346,5.88888888888889e-05,6.105
303,0.872,13.48,8.461,420.28,1.5615936,0.0063,0.000365856481481481,8.796
304,9.09,13.68,11.347,414.009,4.12344,0.0713,0.000759479166666667,8.14
305,5.3,10.73,8.129,415.964,6.8819328,0.0822,0.00015650462962963,7.139
306,3.964,12.6,8.07,414.904,6.5526624,0.0525,0.000113275462962963,7.081
307,12.76,16.11,13.987,409.165,2.3495616,0.0081,0.000207268518518519,10.095
308,10.3,15.25,12.858,416.886,2.782512,0.0067,0.000122824074074074,3.074
309,12.42,15.44,13.787,417.993,2.0396448,0.0044,3.29861111111111e-05,3.27
310,11.63,16,13.904,415.739,3.883248,0.0299,0.000114143518518519,5.018
311,7.727,12.86,11.502,413.601,1.4459904,0.0063,0.000209849537037037,5.265
312,4.312,12.12,9.055,420.895,3.6697536,0.0075,0.000203564814814815,4.242
313,6.289,12.7,10.386,421.285,4.5073152,0.0369,0.000193078703703704,3.872
314,2.847,11.25,7.329,420.449,5.280336,0.0131,5.23148148148148e-05,3.638
315,5.083,13.57,10.538,412.883,1.1517984,0.0052,0.00113731481481481,6.406
316,1.908,9.85,7.349,427.563,2.0246976,0.0033,0.000673252314814815,4.154
317,5.853,12.15,9.361,420.104,2.2847616,0.0029,0.000162060185185185,3.686
318,7.623,8.71,8.144,414.207,0.752112,0.0055,0.000265960648148148,15.573
319,7.785,10.2,9.156,416.837,1.2603168,0.0052,0.00023287037037037,10.61
320,2.586,9.86,7.787,422.131,2.6689824,0.0527,3.58796296296296e-07,5.133
321,0.493,8.28,3.959,428.633,5.034528,0.0559,3.47222222222222e-08,2.362
322,3.494,9.17,5.704,419.207,3.5282304,0.0127,4.68518518518519e-05,6.916
323,-0.55,5.525,2.139,419.833,4.6376928,0.048,8.33333333333333e-07,6.142
324,-3.302,4.961,0.551,421.755,5.2206336,0.0128,8.10185185185185e-08,3.768
325,-5.107,7.686,1.282,445.768,2.6944704,0.0238,0.00028119212962963,4.159
326,3.108,9.08,6.587,449.266,2.6771904,0.003,0.000122303240740741,3.541
327,4.96,9.54,6.947,434.615,3.9874464,0.0569,0.000170891203703704,11.664
328,1.433,10.26,6.522,438.035,3.578688,0.0378,8.68055555555556e-06,6.708
329,-2.658,7.818,1.864,447.399,4.1482368,0.0054,3.47222222222222e-08,2.073
330,2.31,12.82,9.727,436.473,1.198368,0.0049,9.6087962962963e-05,6.015
331,8.61,14.29,11.907,435.475,2.066256,0.071,3.37731481481482e-05,10.483
332,3.969,8.66,6.722,431.136,3.0186432,0.0367,0.000116226851851852,9.375
333,-0.04,6.147,3.437,431.278,2.2311072,0.0046,0.000111006944444444,4.692
334,-0.716,10.51,4.06,431.983,1.7036352,0.0034,0.000238078703703704,4.325
335,4.463,11.11,7.793,430.102,1.5274656,0.0035,0.000377696759259259,4.752
336,2.467,8.22,4.908,429.883,3.6964512,0.0191,6.49305555555556e-06,5.442
337,3.319,8.56,6.041,429.132,2.6224992,0.0051,0.000238125,5.573
338,1.533,6.695,4.376,429.417,3.3646752,0.0053,0.000105578703703704,4.603
339,4.029,11.25,7.643,426.764,0.6800544,0.0053,0.000446597222222222,8.418
340,6.171,10.53,8.594,424.649,1.7123616,0.0047,0.000114918981481481,7.227
341,4.556,10.37,7.953,428.912,0.8385984,0.0036,0.000214837962962963,4.864
342,7.019,11.83,8.934,427.186,2.9160864,0.0242,4.15046296296296e-05,6.479
343,8.54,15.66,11.995,425.575,1.1150784,0.0243,0.000363391203703704,14.348
344,8.1,10.23,9.047,426.059,2.1523968,0.0559,1.58101851851852e-05,9.798
345,1.132,11.45,8.287,431.937,0.6537024,0.0688,0.0003340625,8.612
346,-1.371,8.93,3.432,440.353,2.6738208,0.0053,6.71296296296296e-07,3.447
347,4.846,12.12,8.66,427.885,1.0421568,0.0135,0.000138460648148148,9.749
348,8.04,13.77,11.76,424.299,1.0146816,0.0073,0.0002709375,10.887
349,-0.387,8.11,4.707,440.02,2.182896,0.0028,1.46990740740741e-06,1.815
350,-2.436,6.96,2.039,441.282,3.44736,0.0027,5.78703703703704e-08,2.402
351,6.575,12.12,9.481,424.797,1.3744512,0.007,0.000315462962962963,9.29
352,4.22,10.11,6.237,426.601,0.6070464,0.0053,0.000273842592592593,6.833
353,4.877,8.34,6.87,424.68,2.5958016,0.0093,3.65740740740741e-05,7.965
354,4.587,10.15,8.006,425.838,1.5669504,0.0341,0.000329618055555556,9.093
355,3.351,7.768,6.041,436.102,1.696464,0.0034,1.54166666666667e-05,3.306
356,5.367,10.27,7.979,450.952,0.5769792,0.0021,1.99074074074074e-05,3.194
357,5.543,9.05,8.253,448.019,0.5264352,0.0034,3.59606481481482e-05,5.085
358,1.403,8.02,5.809,428.767,2.6833248,0.0611,3.125e-07,6.924
359,0.063,6.523,4.005,428.097,3.2686848,0.0649,0,8.131
360,1.212,6.862,3.64,429.862,1.2569472,0.0299,1.15740740740741e-07,5.651
361,0.223,7.269,3.547,432.322,3.0920832,0.0086,5.78703703703704e-08,5.452
362,2.796,6.87,5.702,435.16,0.7114176,0.0298,2.26851851851852e-06,3.923
363,4.442,5.385,4.907,434.542,0.6632928,0.0084,4.375e-06,4.929
364,2.604,6.711,5.031,435.849,1.3602816,0.0264,2.77777777777778e-07,3.427
365,-0.069,3.966,1.864,446.433,1.1190528,0.013,1.62037037037037e-07,1.777
