"doy","NEE_gCm2day","NEE_unc_gCm2day","Evap_kgH2Om2day","Evap_unc_kgH2Om2day","soil_water_m3m3","soil_water_unc_m3m3","WTD_m","WTD_unc_m"
187,-1.21698271584,0.58,2.13604449842451,0.77,0.50511,0.050511,-0.34,-0.034
188,-0.3294064368,0.58,2.25823612379322,0.77,0.50185,0.050185,-0.34,-0.034
189,0.11982943872,0.58,2.20060828381869,0.77,0.49626,0.049626,-0.348333333333333,-0.0348333333333333
190,-2.31806873952,0.58,4.4357801042451,0.77,0.56806,0.056806,-0.255833333333333,-0.0255833333333333
191,-1.10463483456,0.58,2.3169821827286,0.77,0.55548,0.055548,-0.238958333333333,-0.0238958333333333
192,-3.04449579936,0.58,3.40390051681497,0.77,0.57158,0.057158,-0.203958333333333,-0.0203958333333333
193,-2.44590894432,0.58,2.48028906746659,0.77,0.55312,0.055312,-0.21875,-0.021875
194,-3.13389055296,0.58,2.50242343511845,0.77,0.54507,0.054507,-0.232083333333333,-0.0232083333333333
195,0.287301144672,0.58,1.13999233291794,0.77,0.54295,0.054295,-0.235625,-0.0235625
196,-3.0514585248,0.58,3.13002582383969,0.77,0.56773,0.056773,-0.201666666666667,-0.0201666666666667
197,-2.31273514656,0.58,2.27529737922848,0.77,0.57305,0.057305,-0.196666666666667,-0.0196666666666667
198,-3.33661896864,0.58,2.5245490531469,0.77,0.562,0.0562,-0.217916666666667,-0.0217916666666667
199,-2.73105901152,0.58,1.90084844810782,0.77,0.54901,0.054901,-0.235416666666667,-0.0235416666666667
200,-2.17112514048,0.58,2.22557481463721,0.77,0.53952,0.053952,-0.249583333333333,-0.0249583333333333
201,-2.90090385504,0.58,2.64598527724778,0.77,0.53138,0.053138,-0.265625,-0.0265625
202,-2.43943392096,0.58,3.04917892031993,0.77,0.52295,0.052295,-0.282708333333333,-0.0282708333333333
203,0.063992220048,0.58,1.08042591709899,0.77,0.51633,0.051633,-0.297291666666667,-0.0297291666666667
204,-0.532815560064,0.58,1.24463669037491,0.77,0.52082,0.052082,-0.309166666666667,-0.0309166666666667
205,-2.12219928288,0.58,1.75740858641428,0.77,0.52261,0.052261,-0.313958333333333,-0.0313958333333333
206,-2.49831097632,0.58,2.2660633229382,0.77,0.51871,0.051871,-0.323125,-0.0323125
207,-1.4507061552,0.58,2.06558484141826,0.77,0.5167,0.05167,-0.333541666666667,-0.0333541666666667
208,0.08018289144,0.58,0.653348113378097,0.77,0.54032,0.054032,-0.29,-0.029
209,-3.00270907008,0.58,3.29645220416154,0.77,0.54988,0.054988,-0.249583333333333,-0.0249583333333333
210,-1.85351694336,0.58,2.96829218036979,0.77,0.54843,0.054843,-0.252083333333333,-0.0252083333333333
211,-1.09076126688,0.58,1.14182488008874,0.77,0.60177,0.060177,-0.157291666666667,-0.0157291666666667
212,0.241611761088,0.58,0.444903214663486,0.77,0.63767,0.063767,-0.0925,-0.00925
213,0.277733882592,0.58,0.497640758727455,0.77,0.6619,0.06619,-0.08125,-0.008125
214,1.5263518608,0.58,0.254526477909546,0.77,0.68383,0.068383,-0.06875,-0.006875
215,-1.34660770272,0.58,1.81185499695505,0.77,0.67277,0.067277,-0.09125,-0.009125
216,-1.56696602976,0.58,1.85338611298318,0.77,0.65383,0.065383,-0.118541666666667,-0.0118541666666667
217,-0.599644234656,0.58,0.730206335769609,0.77,0.67385,0.067385,-0.0970833333333333,-0.00970833333333333
218,-1.93580369856,0.58,1.52425481780701,0.77,0.6874,0.06874,-0.0885416666666667,-0.00885416666666667
219,-3.52832739264,0.58,2.58091270605129,0.77,0.6622,0.06622,-0.113541666666667,-0.0113541666666667
220,-3.288876048,0.58,3.13875439704671,0.77,0.65384,0.065384,-0.138125,-0.0138125
221,-1.62983809152,0.58,1.44266324981245,0.77,0.64855,0.064855,-0.158541666666667,-0.0158541666666667
222,-0.5204403792,0.58,1.56636657701489,0.77,0.62503,0.062503,-0.175208333333333,-0.0175208333333333
223,-1.74466598976,0.58,4.05873290045323,0.77,0.59729,0.059729,-0.180416666666667,-0.0180416666666667
224,-0.28975210704,0.58,1.52523639817692,0.77,0.58723,0.058723,-0.193958333333333,-0.0193958333333333
225,-1.7478412416,0.58,2.05419666888944,0.77,0.62114,0.062114,-0.154375,-0.0154375
226,-9999,-9999,2.21296795557697,0.77,0.71229,0.071229,-0.143333333333333,-0.0143333333333333
227,-1.1027255328,0.58,1.31910710984243,0.77,0.70847,0.070847,-0.166170212765957,-0.0166170212765957
228,-1.73852301888,0.58,1.79570326479162,0.77,0.61201,0.061201,-0.180416666666667,-0.0180416666666667
229,-9999,-9999,1.19582337180641,0.77,0.62259,0.062259,-0.206666666666667,-0.0206666666666667
230,-9999,-9999,1.41723091629997,0.77,0.60911,0.060911,-0.224166666666667,-0.0224166666666667
231,-1.33524528192,0.58,1.82987798685641,0.77,0.58838,0.058838,-0.19875,-0.019875
232,-1.81966834368,0.58,2.54590378339059,0.77,0.58099,0.058099,-0.206458333333333,-0.0206458333333333
233,-1.80151960032,0.58,2.24515004354729,0.77,0.57135,0.057135,-0.224583333333333,-0.0224583333333333
234,-1.38680680608,0.58,1.4397469354462,0.77,0.56596,0.056596,-0.237708333333333,-0.0237708333333333
235,-0.658635433056,0.58,1.2309747714016,0.77,0.56288,0.056288,-0.249583333333333,-0.0249583333333333
236,-1.58070470112,0.58,2.32506526028733,0.77,0.55637,0.055637,-0.262083333333333,-0.0262083333333333
237,-1.00054675872,0.58,1.16883627636602,0.77,0.55183,0.055183,-0.275,-0.0275
238,-2.39388047136,0.58,1.93631730203267,0.77,0.54875,0.054875,-0.286666666666667,-0.0286666666666667
239,-1.38598705152,0.58,1.2739645826469,0.77,0.54474,0.054474,-0.301041666666667,-0.0301041666666667
240,-1.50987375648,0.58,1.44311142214275,0.77,0.54555,0.054555,-9999,-9999
241,-2.1169383264,0.58,1.98258792193911,0.77,0.54341,0.054341,-9999,-9999
242,-2.1598457328,0.58,2.09119292244055,0.77,0.54333,0.054333,-0.327708333333333,-0.0327708333333333
243,-1.41512465664,0.58,1.71525326942055,0.77,0.54038,0.054038,-0.337083333333333,-0.0337083333333333
244,-9999,-9999,0.667776701535863,0.77,0.53718,0.053718,-0.353541666666667,-0.0353541666666667
245,-1.3384827936,0.58,2.05678567148642,0.77,0.53331,0.053331,-0.368125,-0.0368125
246,-0.809278304256,0.58,2.5633305765457,0.77,0.52429,0.052429,-9999,-9999
247,-9999,-9999,2.33375280995754,0.77,0.52094,0.052094,-0.389166666666667,-0.0389166666666667
248,-9999,-9999,2.21931054385076,0.77,0.51579,0.051579,-0.39625,-0.039625
249,-9999,-9999,1.62624693241465,0.77,0.51078,0.051078,-0.4,-0.04
250,1.10008986624,0.58,1.07072398784297,0.77,0.50654,0.050654,-0.406458333333333,-0.0406458333333333
251,0.2268852336,0.58,2.22753760594972,0.77,0.50238,0.050238,-0.41,-0.041
252,1.65226201056,0.58,1.55871562886336,0.77,0.49741,0.049741,-0.41,-0.041
253,1.80390622752,0.58,1.01006392460559,0.77,0.49306,0.049306,-0.417708333333333,-0.0417708333333333
254,-0.113132355264,0.58,1.65034410758609,0.77,0.49362,0.049362,-0.42,-0.042
255,-1.80817102656,0.58,1.86154773583472,0.77,0.49374,0.049374,-0.42,-0.042
256,-0.215909861472,0.58,1.23638839264809,0.77,0.493,0.0493,-0.426041666666667,-0.0426041666666667
257,-9999,-9999,1.18001815447106,0.77,0.51024,0.051024,-9999,-9999
258,-9999,-9999,0.354236260213219,0.77,0.57227,0.057227,-9999,-9999
259,-9999,-9999,0.336890388722856,0.77,0.65155,0.065155,-9999,-9999
260,-9999,-9999,0.757305991031875,0.77,0.65147,0.065147,-0.112708333333333,-0.0112708333333333
261,-0.178144080192,0.58,1.23565920798943,0.77,0.68378,0.068378,-0.0802083333333333,-0.00802083333333333
262,0.333861128352,0.58,0.769862146080603,0.77,0.71224,0.071224,-0.0670833333333333,-0.00670833333333333
263,-0.91279670256,0.58,1.98556486207233,0.77,0.71628,0.071628,-0.069375,-0.0069375
264,-1.35065459232,0.58,1.78347793889265,0.77,0.75469,0.075469,-0.11375,-0.011375
265,-9999,-9999,0.733801165973819,0.77,0.75377,0.075377,-0.133333333333333,-0.0133333333333333
266,-9999,-9999,0.931122807616324,0.77,0.75495,0.075495,-0.130217391304348,-0.0130217391304348
267,0.945146915424,0.58,1.26960447847161,0.77,0.67149,0.067149,-0.101666666666667,-0.0101666666666667
268,-0.209678689152,0.58,1.58285591999226,0.77,0.68808,0.068808,-0.0916666666666667,-0.00916666666666667
269,-0.364514760576,0.58,1.21111461697269,0.77,0.76187,0.076187,-0.123541666666667,-0.0123541666666667
270,1.66636386432,0.58,0.549433025777845,0.77,0.6959,0.06959,-0.0839583333333333,-0.00839583333333333
271,0.395096793984,0.58,1.06058800181374,0.77,0.72871,0.072871,-0.0752083333333333,-0.00752083333333333
272,-0.336106633248,0.58,1.20062077796634,0.77,0.74473,0.074473,-9999,-9999
273,-9999,-9999,1.00703628776927,0.77,0.77478,0.077478,-0.11804347826087,-0.011804347826087
274,-9999,-9999,1.05227037837,0.77,0.77579,0.077579,-9999,-9999
275,-9999,-9999,0.777400759750743,0.77,0.7768,0.07768,-0.11531914893617,-0.011531914893617
276,-0.335960322624,0.58,0.489935682769827,0.77,0.77325,0.077325,-0.13,-0.013
277,0.925714581696,0.58,0.515223521108418,0.77,0.69502,0.069502,-0.101666666666667,-0.0101666666666667
278,-9999,-9999,0.310819762644236,0.77,0.78154,0.078154,-0.0871739130434783,-0.00871739130434783
279,-9999,-9999,0.600729558273583,0.77,0.77106,0.077106,-9999,-9999
280,-9999,-9999,0.284669166606192,0.77,0.76176,0.076176,-0.0510416666666667,-0.00510416666666667
281,1.45826034912,0.58,0.37730977687011,0.77,0.76373,0.076373,-0.0735416666666667,-0.00735416666666667
282,1.14735546144,0.58,0.448966228726899,0.77,0.74062,0.074062,-0.09125,-0.009125
283,1.12235813568,0.58,0.780397024265609,0.77,0.75324,0.075324,-9999,-9999
284,-0.619130526912,0.58,0.426156041984191,0.77,0.78587,0.078587,-0.116170212765957,-0.0116170212765957
285,-0.332526692448,0.58,0.543301091604026,0.77,0.70829,0.070829,-0.112291666666667,-0.0112291666666667
286,-0.356537199744,0.58,0.965311553775861,0.77,0.70179,0.070179,-0.122083333333333,-0.0122083333333333
287,-0.41266340784,0.58,0.983299208210139,0.77,0.70053,0.070053,-0.134791666666667,-0.0134791666666667
288,-0.295548498144,0.58,0.549261804442677,0.77,0.69325,0.069325,-0.145208333333333,-0.0145208333333333
289,-9999,-9999,0.238530199878975,0.77,0.66193,0.066193,-9999,-9999
290,-9999,-9999,0.344501742719099,0.77,0.59284,0.059284,-0.151458333333333,-0.0151458333333333
291,-9999,-9999,0.366733174707069,0.77,0.59522,0.059522,-9999,-9999
292,-9999,-9999,0.333840016461885,0.77,0.79289,0.079289,-9999,-9999
293,-9999,-9999,0.331009436351062,0.77,0.79563,0.079563,-0.10625,-0.010625
294,-9999,-9999,0.307133317802316,0.77,0.80098,0.080098,-0.0795744680851064,-0.00795744680851064
295,-9999,-9999,0.648332181659843,0.77,0.80456,0.080456,-0.101458333333333,-0.0101458333333333
296,-9999,-9999,0.166779487507577,0.77,0.71762,0.071762,-0.1,-0.01
297,1.18427554656,0.58,0.0150057711118978,0.77,0.71459,0.071459,-0.109375,-0.0109375
298,1.35121493088,0.58,0.0207504988177543,0.77,0.71153,0.071153,-0.105,-0.0105
299,-9999,-9999,0.0489782279012226,0.77,0.71517,0.071517,-9999,-9999
300,-9999,-9999,0.0838025794943969,0.77,0.71153,0.071153,-9999,-9999
301,-9999,-9999,0.0666610663422636,0.77,0.71153,0.071153,-9999,-9999
302,-9999,-9999,0.0625052479112339,0.77,0.75053,0.075053,-9999,-9999
303,1.60447758336,0.58,0.142864667359787,0.77,0.79226,0.079226,-9999,-9999
304,-9999,-9999,0.560564552640783,0.77,0.79226,0.079226,-9999,-9999
305,1.5901163136,0.58,0.212073736423086,0.77,0.79226,0.079226,-9999,-9999
306,-9999,-9999,0.211328547451728,0.77,0.79244,0.079244,-0.0652083333333333,-0.00652083333333333
307,-9999,-9999,0.308392982708589,0.77,0.8042,0.08042,-9999,-9999
308,-9999,-9999,0.0883260691430663,0.77,0.81581,0.081581,-0.107083333333333,-0.0107083333333333
309,-9999,-9999,0.0996151839606745,0.77,0.76076,0.076076,-9999,-9999
310,0.994540759488,0.58,0.204321493909457,0.77,0.73322,0.073322,-0.101666666666667,-0.0101666666666667
311,0.888239346336,0.58,0.369850466460353,0.77,0.72951,0.072951,-0.11,-0.011
312,0.906003116352,0.58,0.367980487043911,0.77,0.72612,0.072612,-0.108125,-0.0108125
313,0.764694032832,0.58,0.195481408962837,0.77,0.72649,0.072649,-0.110416666666667,-0.0110416666666667
314,0.820478849472,0.58,0.150288096422764,0.77,0.72614,0.072614,-0.12,-0.012
315,0.587393573472,0.58,0.161858417445397,0.77,0.72307,0.072307,-0.119583333333333,-0.0119583333333333
316,-9999,-9999,0.187061659591046,0.77,0.72419,0.072419,-0.125,-0.0125
317,1.5280121232,0.58,0.141996614335637,0.77,0.76483,0.076483,-0.0741666666666667,-0.00741666666666667
318,1.77323287968,0.58,0.120519222107289,0.77,0.79074,0.079074,-0.0539583333333333,-0.00539583333333333
319,1.73385353088,0.58,0.0812108505654332,0.77,0.79365,0.079365,-0.0672916666666667,-0.00672916666666667
320,1.23639740928,0.58,0.131716391780365,0.77,0.78286,0.078286,-0.084375,-0.0084375
321,1.06764211296,0.58,0.205121160506062,0.77,0.78053,0.078053,-0.09,-0.009
322,1.74886852896,0.58,0.14170157527554,0.77,0.78801,0.078801,-0.073125,-0.0073125
323,1.42224303168,0.58,0.202137870332384,0.77,0.79638,0.079638,-0.0710416666666667,-0.00710416666666667
324,1.73121786432,0.58,0.258699356624881,0.77,0.78494,0.078494,-0.0795833333333333,-0.00795833333333333
325,1.003439765952,0.58,0.205893169637444,0.77,0.78889,0.078889,-0.0766666666666667,-0.00766666666666667
326,1.98742748256,0.58,0.17569190638839,0.77,0.78151,0.078151,-0.0785416666666667,-0.00785416666666667
327,1.41098437728,0.58,0.670312680019166,0.77,0.78536,0.078536,-0.0747916666666667,-0.00747916666666667
328,0.750233147328,0.58,0.493522621501726,0.77,0.76878,0.076878,-0.0920833333333333,-0.00920833333333333
329,0.871252786656,0.58,0.0234587458538556,0.77,0.74152,0.074152,-0.100833333333333,-0.0100833333333333
330,1.17083779776,0.58,0.112890530096201,0.77,0.74022,0.074022,-0.106666666666667,-0.0106666666666667
331,1.08842652288,0.58,0.241932880151211,0.77,0.7657,0.07657,-0.0741666666666667,-0.00741666666666667
332,0.743152128192,0.58,0.127154587608851,0.77,0.79954,0.079954,-0.0729166666666667,-0.00729166666666667
333,0.85466676528,0.58,0.0570100437002604,0.77,0.77966,0.077966,-0.088125,-0.0088125
334,0.820560824928,0.58,0.00875344355951813,0.77,0.75389,0.075389,-0.095,-0.0095
335,0.875180344896,0.58,0.00324445924688003,0.77,0.74705,0.074705,-0.1,-0.01
336,1.15887353184,0.58,0.00593301392620162,0.77,0.74362,0.074362,-0.108333333333333,-0.0108333333333333
337,1.13663639232,0.58,0.00723595770961781,0.77,0.74048,0.074048,-0.11,-0.011
338,1.14110872416,0.58,0.0321416864145681,0.77,0.76958,0.076958,-0.0760416666666667,-0.00760416666666667
339,1.03446280656,0.58,0.0581048138676371,0.77,0.81399,0.081399,-0.0633333333333333,-0.00633333333333333
340,1.29042857376,0.58,0.014540168524916,0.77,0.79539,0.079539,-0.081875,-0.0081875
341,1.74279819456,0.58,0.0132040767490362,0.77,0.79413,0.079413,-0.076875,-0.0076875
342,1.46825305344,0.58,0.0345360374635377,0.77,0.81198,0.081198,-0.0685416666666667,-0.00685416666666667
343,1.87198736256,0.58,0.0352047817155069,0.77,0.81438,0.081438,-0.0560416666666667,-0.00560416666666667
344,1.67895072864,0.58,0.0108611921501021,0.77,0.81499,0.081499,-0.0620833333333333,-0.00620833333333333
345,1.32506579808,0.58,0.0721424955755052,0.77,0.81352,0.081352,-0.0741666666666667,-0.00741666666666667
346,1.71161639136,0.58,0.000438243481513238,0.77,0.80412,0.080412,-0.065625,-0.0065625
347,1.33311807072,0.58,0.00567503484797616,0.77,0.81677,0.081677,-0.0558333333333333,-0.00558333333333333
348,1.033676257248,0.58,0.00384848999740413,0.77,0.81172,0.081172,-0.07,-0.007
349,1.20632590656,0.58,0.0327368970581197,0.77,0.79764,0.079764,-0.075625,-0.0075625
350,1.74165676416,0.58,0.151411596888884,0.77,0.78168,0.078168,-0.085,-0.0085
351,2.1343710816,0.58,0.0843432914773894,0.77,0.79376,0.079376,-0.069375,-0.0069375
352,1.93789977984,0.58,0.0372743553319984,0.77,0.80494,0.080494,-0.069375,-0.0069375
353,1.07866210464,0.58,-0.0317659228282658,0.77,0.79754,0.079754,-0.0775,-0.00775
354,1.5539537232,0.58,0.0429212691452456,0.77,0.78391,0.078391,-0.0804166666666667,-0.00804166666666667
355,1.2435884208,0.58,0.563718587455698,0.77,0.77978,0.077978,-0.08625,-0.008625
356,1.08874819872,0.58,0.141236822406792,0.77,0.76625,0.076625,-0.0933333333333333,-0.00933333333333333
357,2.0098514016,0.58,0.0779817892130188,0.77,0.77642,0.077642,-0.06,-0.006
358,1.80965488608,0.58,0.0638268271959774,0.77,0.78236,0.078236,-0.06875,-0.006875
359,1.39535715744,0.58,0.0792472334487141,0.77,0.78377,0.078377,-0.0641666666666667,-0.00641666666666667
360,0.809148596256,0.58,-0.0124903511757965,0.77,0.78901,0.078901,-0.069375,-0.0069375
361,1.33544243808,0.58,0.132849777438405,0.77,0.7932,0.07932,-0.056875,-0.0056875
362,1.17234241056,0.58,0.279312606891483,0.77,0.79448,0.079448,-0.0695833333333333,-0.00695833333333333
363,0.984503435616,0.58,0.0726231822915116,0.77,0.79632,0.079632,-0.0652083333333333,-0.00652083333333333
364,1.1851160544,0.58,0.00443442121030169,0.77,0.78545,0.078545,-0.0766666666666667,-0.00766666666666667
365,0.996388839072,0.58,0.090488690827016,0.77,0.79235,0.079235,-0.070625,-0.0070625
