"doy","NEE_gCm2day","NEE_unc_gCm2day","Evap_kgH2Om2day","Evap_unc_kgH2Om2day","soil_water_m3m3","soil_water_unc_m3m3","WTD_m","WTD_unc_m"
280,1.28876831136,0.58,0.718933380885924,0.77,0.74896,0.074896,-0.0720833333333333,-0.00720833333333333
281,0.3110657256,0.58,0.709213464080675,0.77,0.73589,0.073589,-0.0970833333333333,-0.00970833333333333
282,1.50369965568,0.58,1.09498844122466,0.77,0.73539,0.073539,-0.100833333333333,-0.0100833333333333
283,0.0990241717536,0.58,1.0237845358606,0.77,0.7475,0.07475,-0.0889583333333333,-0.00889583333333333
284,0.227224549728,0.58,0.728674987012818,0.77,0.72661,0.072661,-0.113125,-0.0113125
285,-9999,-9999,0.895533279431887,0.77,0.72575,0.072575,-0.12,-0.012
286,-9999,-9999,0.921554106799135,0.77,0.7116,0.07116,-9999,-9999
287,1.03867053408,0.58,0.519578024997229,0.77,0.70357,0.070357,-0.102916666666667,-0.0102916666666667
288,0.671945549184,0.58,0.799428532251393,0.77,0.7487,0.07487,-0.076875,-0.0076875
289,0.46317170304,0.58,0.892521540594334,0.77,0.76829,0.076829,-0.0747916666666667,-0.00747916666666667
290,1.0548892224,0.58,1.04771725334972,0.77,0.7611,0.07611,-0.0847916666666667,-0.00847916666666667
291,0.877283689824,0.58,0.533709740011453,0.77,0.74831,0.074831,-0.103541666666667,-0.0103541666666667
292,-9999,-9999,0.370105238783363,0.77,0.74919,0.074919,-0.11,-0.011
293,3.02867142336,0.58,0.0932286879890705,0.77,0.74609,0.074609,-0.0810416666666667,-0.00810416666666667
294,1.99269881568,0.58,0.411495422600549,0.77,0.76051,0.076051,-0.075,-0.0075
295,2.05921307808,0.58,0.440780575554187,0.77,0.75711,0.075711,-0.0802083333333333,-0.00802083333333333
296,2.21711440896,0.58,0.369992646743935,0.77,0.75576,0.075576,-0.081875,-0.0081875
297,1.39527414432,0.58,0.504414806204346,0.77,0.76207,0.076207,-0.0810416666666667,-0.00810416666666667
298,1.20038009184,0.58,0.521202420384978,0.77,0.74925,0.074925,-0.0997916666666667,-0.00997916666666667
299,1.68518708928,0.58,1.20488088816332,0.77,0.76045,0.076045,-0.08125,-0.008125
300,1.93398778656,0.58,0.598016389545724,0.77,0.76021,0.076021,-0.086875,-0.0086875
301,1.41415962912,0.58,0.882575742962875,0.77,0.75089,0.075089,-0.10125,-0.010125
302,2.48394970656,0.58,0.448358486919279,0.77,0.7468,0.07468,-0.108333333333333,-0.0108333333333333
303,1.64375316576,0.58,0.838566799484573,0.77,0.74692,0.074692,-0.103333333333333,-0.0103333333333333
304,1.41863196096,0.58,0.85021972332828,0.77,0.74845,0.074845,-0.0995833333333333,-0.00995833333333333
305,1.6661252016,0.58,0.391157845533826,0.77,0.75844,0.075844,-0.0858333333333333,-0.00858333333333333
306,2.05891215552,0.58,0.439679419717348,0.77,0.7816,0.07816,-0.0602083333333333,-0.00602083333333333
307,0.598971828384,0.58,0.44724694398353,0.77,0.78625,0.078625,-0.07875,-0.007875
308,0.628796367072,0.58,0.279678602707074,0.77,0.77427,0.077427,-0.0939583333333333,-0.00939583333333333
309,1.62914285664,0.58,0.196493474588138,0.77,0.77376,0.077376,-0.0929166666666667,-0.00929166666666667
310,1.8879258816,0.58,0.240877600287812,0.77,0.78864,0.078864,-0.0725,-0.00725
311,2.26201413024,0.58,0.497195505344656,0.77,0.79568,0.079568,-0.069375,-0.0069375
312,1.31157616608,0.58,0.726522535338939,0.77,0.79061,0.079061,-0.08,-0.008
313,1.03822433856,0.58,0.524018335245043,0.77,0.78338,0.078338,-0.0864583333333333,-0.00864583333333333
314,2.3447574576,0.58,1.02608547071273,0.77,0.77172,0.077172,-0.0972916666666667,-0.00972916666666667
315,2.3902071408,0.58,0.889948947603603,0.77,0.76012,0.076012,-0.107916666666667,-0.0107916666666667
316,1.75973287104,0.58,0.584210812383083,0.77,0.7391,0.07391,-0.115833333333333,-0.0115833333333333
317,1.59741109152,0.58,0.664503225280519,0.77,0.73449,0.073449,-0.12,-0.012
318,1.36656198144,0.58,0.330524892911271,0.77,0.72926,0.072926,-0.1275,-0.01275
319,2.42126442432,0.58,0.111068624224773,0.77,0.74919,0.074919,-0.0991666666666667,-0.00991666666666667
320,1.7592036624,0.58,0.0377198977102479,0.77,0.78437,0.078437,-0.0820833333333333,-0.00820833333333333
321,2.29279124448,0.58,0.0556533803859813,0.77,0.79172,0.079172,-0.0377083333333333,-0.00377083333333333
322,2.09121463584,0.58,0.11122016729746,0.77,0.80356,0.080356,-0.0545833333333333,-0.00545833333333333
323,1.34457388128,0.58,0.162016432198286,0.77,0.79853,0.079853,-0.0833333333333333,-0.00833333333333333
324,0.903725443872,0.58,0.163031309809387,0.77,0.80176,0.080176,-0.0747916666666667,-0.00747916666666667
325,1.26147774816,0.58,-0.00314769799895522,0.77,0.80342,0.080342,-0.085625,-0.0085625
326,-9999,-9999,0.138169071916188,0.77,0.80105,0.080105,-0.09125,-0.009125
327,1.41088061088,0.58,0.246754955985661,0.77,0.80089,0.080089,-0.0945833333333333,-0.00945833333333333
328,1.73792117376,0.58,0.270089607410563,0.77,0.80286,0.080286,-0.0897916666666667,-0.00897916666666667
329,0.894421748448,0.58,0.256747896252336,0.77,0.80374,0.080374,-0.09125,-0.009125
330,1.5018111072,0.58,0.620226152170832,0.77,0.77614,0.077614,-0.0727083333333333,-0.00727083333333333
331,1.2328485984,0.58,0.450056525922432,0.77,0.79489,0.079489,-0.100625,-0.0100625
332,0.842522983488,0.58,0.15748337333257,0.77,0.79362,0.079362,-0.10875,-0.010875
333,0.943415054208,0.58,0.104105260265781,0.77,0.73129,0.073129,-0.08,-0.008
334,0.7667558712,0.58,0.0752544773768788,0.77,0.76499,0.076499,-0.111458333333333,-0.0111458333333333
335,1.54222812,0.58,0.0941345864357055,0.77,0.76426,0.076426,-0.112708333333333,-0.0112708333333333
336,1.591776576,0.58,0.0857242145084796,0.77,0.76216,0.076216,-0.112083333333333,-0.0112083333333333
337,1.012258872288,0.58,0.0684925305579751,0.77,0.76114,0.076114,-0.12,-0.012
338,1.26696699072,0.58,0.0236292239510646,0.77,0.69504,0.069504,-0.0945833333333333,-0.00945833333333333
339,1.08562483008,0.58,0.0645670286171526,0.77,0.76385,0.076385,-0.105,-0.0105
340,0.793135365408,0.58,0.105172387767129,0.77,0.76477,0.076477,-0.105416666666667,-0.0105416666666667
341,0.770352414624,0.58,0.0319276141863412,0.77,0.76676,0.076676,-0.117083333333333,-0.0117083333333333
342,0.720209377152,0.58,0.042233704707828,0.77,0.76398,0.076398,-0.127708333333333,-0.0127708333333333
343,0.87352112016,0.58,0.00243480320807957,0.77,0.75311,0.075311,-0.137291666666667,-0.0137291666666667
344,-9999,-9999,0.0345837376060014,0.77,0.74897,0.074897,-0.14,-0.014
345,-9999,-9999,0.0394033549842377,0.77,0.74831,0.074831,-0.135625,-0.0135625
346,-9999,-9999,0.00991099472484185,0.77,0.74792,0.074792,-0.139375,-0.0139375
347,-9999,-9999,-0.0474742331244278,0.77,0.74569,0.074569,-0.148958333333333,-0.0148958333333333
348,-9999,-9999,-0.0534934975505516,0.77,0.74388,0.074388,-0.154583333333333,-0.0154583333333333
349,0.875447024544,0.58,-0.0109703294911476,0.77,0.74191,0.074191,-0.16,-0.016
350,0.923663119968,0.58,0.0276472535249497,0.77,0.74024,0.074024,-0.16,-0.016
351,0.893016751392,0.58,0.0174928245274919,0.77,0.75009,0.075009,-0.11625,-0.011625
352,1.0881463536,0.58,0.0267313739908477,0.77,0.75517,0.075517,-0.101666666666667,-0.0101666666666667
353,1.44916003584,0.58,0.240337330427812,0.77,0.81943,0.081943,-0.0579166666666667,-0.00579166666666667
354,0.898906532256,0.58,0.231636361821709,0.77,0.8172,0.08172,-0.0829166666666667,-0.00829166666666667
355,1.42529376384,0.58,0.217755543547351,0.77,0.81285,0.081285,-0.0885416666666667,-0.00885416666666667
356,1.23314952096,0.58,0.0675760289136333,0.77,0.8118,0.08118,-0.0927083333333333,-0.00927083333333333
357,1.28974371552,0.58,0.0558760836187368,0.77,0.81472,0.081472,-0.089375,-0.0089375
358,1.22351999904,0.58,0.262840131435725,0.77,0.82442,0.082442,-0.0708333333333333,-0.00708333333333333
359,1.45412006976,0.58,0.140625620423988,0.77,0.83018,0.083018,-0.065625,-0.0065625
360,1.08639270144,0.58,-0.0276066267995028,0.77,0.82973,0.082973,-0.0727083333333333,-0.00727083333333333
361,1.25234630496,0.58,0.0381940880025397,0.77,0.82954,0.082954,-0.0758333333333333,-0.00758333333333333
362,1.83343814496,0.58,0.111472668390256,0.77,0.83395,0.083395,-0.06625,-0.006625
363,0.912270606912,0.58,0.0351317155109751,0.77,0.83351,0.083351,-0.0641666666666667,-0.00641666666666667
364,1.50656360832,0.58,0.156383791823025,0.77,0.83659,0.083659,-0.0477083333333333,-0.00477083333333333
365,1.26866875968,0.58,0.00733431428114605,0.77,0.83463,0.083463,-0.069375,-0.0069375
1,1.2424988736,0.58,0.0113351514671352,0.77,0.83566,0.083566,-0.0689583333333333,-0.00689583333333333
2,0.911666686464,0.58,0.0321155372533034,0.77,0.82718,0.082718,-0.0872916666666667,-0.00872916666666667
3,1.27678329216,0.58,0.214956025264057,0.77,0.82398,0.082398,-0.0908333333333333,-0.00908333333333333
4,1.64736423648,0.58,0.151015309275281,0.77,0.82945,0.082945,-0.066875,-0.0066875
5,1.481784192,0.58,0.256272769072284,0.77,0.81386,0.081386,-0.0520833333333333,-0.00520833333333333
6,1.26572179392,0.58,0.186903761769039,0.77,0.82474,0.082474,-0.079375,-0.0079375
7,1.44097286688,0.58,0.532217937047188,0.77,0.82462,0.082462,-0.073125,-0.0073125
8,1.1197432224,0.58,0.348318257536515,0.77,0.82559,0.082559,-0.0808333333333333,-0.00808333333333333
9,0.986753091168,0.58,0.0546022162995993,0.77,0.81733,0.081733,-0.0439583333333333,-0.00439583333333333
10,1.56530576736,0.58,0.152956481803921,0.77,0.83315,0.083315,-0.0627083333333333,-0.00627083333333333
11,0.964654998624,0.58,0.191439804868893,0.77,0.83011,0.083011,-0.0722916666666667,-0.00722916666666667
12,1.12079126304,0.58,0.214775896214162,0.77,0.8275,0.08275,-0.07625,-0.007625
13,0.787070219328,0.58,0.0279890651714197,0.77,0.82942,0.082942,-0.0735416666666667,-0.00735416666666667
14,1.001598950016,0.58,0.0682763424710496,0.77,0.83582,0.083582,-0.051875,-0.0051875
15,0.507316004928,0.58,0.0946398202898924,0.77,0.8357,0.08357,-0.071875,-0.0071875
16,0.76085156304,0.58,0.0361082251062837,0.77,0.8286,0.08286,-0.0870833333333333,-0.00870833333333333
17,0.760448949408,0.58,0.0472730731807733,0.77,0.81291,0.081291,-0.09,-0.009
18,0.378580296096,0.58,0.0811605267083023,0.77,0.80878,0.080878,-0.11,-0.011
19,0.595760258304,0.58,0.0344997856029289,0.77,0.77912,0.077912,-0.117708333333333,-0.0117708333333333
20,0.420375326688,0.58,0.0614489020160649,0.77,0.77093,0.077093,-0.120625,-0.0120625
21,0.379465423488,0.58,0.261715507091701,0.77,0.76398,0.076398,-0.120625,-0.0120625
22,0.65286187056,0.58,0.294408279999734,0.77,0.77862,0.077862,-0.0877083333333333,-0.00877083333333333
23,0.908123063904,0.58,0.212085266296085,0.77,0.7868,0.07868,-0.08375,-0.008375
24,0.90715699872,0.58,0.165991864442571,0.77,0.77832,0.077832,-0.0952083333333333,-0.00952083333333333
25,0.945371050848,0.58,0.168635186922135,0.77,0.77725,0.077725,-0.0929166666666667,-0.00929166666666667
26,0.657394386912,0.58,0.265888894259792,0.77,0.77794,0.077794,-0.0947916666666667,-0.00947916666666667
27,-9999,-9999,0.116006929664986,0.77,0.7766,0.07766,-0.106875,-0.0106875
28,0.506100900384,0.58,0.192749705516755,0.77,0.77615,0.077615,-0.11,-0.011
29,0.851935633632,0.58,0.0773983938925488,0.77,0.7751,0.07751,-0.107083333333333,-0.0107083333333333
30,0.666462532608,0.58,0.157588034491589,0.77,0.77648,0.077648,-0.106041666666667,-0.0106041666666667
31,0.728344662912,0.58,0.109130300083259,0.77,0.78896,0.078896,-0.0864583333333333,-0.00864583333333333
32,0.599778093312,0.58,0.162923300129895,0.77,0.83111,0.083111,-0.061875,-0.0061875
33,1.50163470432,0.58,0.0203104592422479,0.77,0.82858,0.082858,-0.0666666666666667,-0.00666666666666667
34,0.908665762176,0.58,0.210474262510163,0.77,0.81886,0.081886,-0.085625,-0.0085625
35,0.819799179552,0.58,0.302937814517421,0.77,0.81199,0.081199,-0.0885416666666667,-0.00885416666666667
36,0.451732495104,0.58,0.13591944243889,0.77,0.81413,0.081413,-0.095,-0.0095
37,0.352327396896,0.58,0.278149279749689,0.77,0.81155,0.081155,-0.100625,-0.0100625
38,0.615860847648,0.58,0.205420890686935,0.77,0.78973,0.078973,-0.11,-0.011
39,0.416338813728,0.58,0.483927441230673,0.77,0.77896,0.077896,-0.106666666666667,-0.0106666666666667
40,0.516770161632,0.58,0.110175651229726,0.77,0.78975,0.078975,-0.090625,-0.0090625
41,1.18176439968,0.58,0.309371470501615,0.77,0.79032,0.079032,-0.0875,-0.00875
42,0.5956710192,0.58,0.190509423085157,0.77,0.796,0.0796,-0.0735416666666667,-0.00735416666666667
43,0.716741504064,0.58,0.451317924660296,0.77,0.79337,0.079337,-0.086875,-0.0086875
44,0.189142280928,0.58,0.297618609763262,0.77,0.78741,0.078741,-0.0995833333333333,-0.00995833333333333
45,0.545345352864,0.58,0.517083861557468,0.77,0.78276,0.078276,-0.11,-0.011
46,0.797773723488,0.58,0.888924973880418,0.77,0.77789,0.077789,-0.112916666666667,-0.0112916666666667
47,0.903284436672,0.58,0.295856242622191,0.77,0.7094,0.07094,-0.09,-0.009
48,0.692882495712,0.58,1.58545856627233,0.77,0.82159,0.082159,-0.0664583333333333,-0.00664583333333333
49,1.09202721696,0.58,0.239755278605682,0.77,0.82067,0.082067,-0.0358333333333333,-0.00358333333333333
50,0.492943320864,0.58,0.92171453367653,0.77,0.82541,0.082541,-0.0770833333333333,-0.00770833333333333
51,1.34194859136,0.58,0.811610589108487,0.77,0.81937,0.081937,-0.0810416666666667,-0.00810416666666667
52,1.005289920864,0.58,0.78943597475158,0.77,0.81806,0.081806,-0.0822916666666667,-0.00822916666666667
53,0.578470700736,0.58,0.870869329858278,0.77,0.81687,0.081687,-0.0833333333333333,-0.00833333333333333
54,0.0861459313824,0.58,0.586436728370693,0.77,0.81666,0.081666,-0.09,-0.009
55,0.328312738944,0.58,1.14520537363992,0.77,0.8115,0.08115,-0.0972916666666667,-0.00972916666666667
56,0.405352027296,0.58,0.777534601067433,0.77,0.80727,0.080727,-0.105416666666667,-0.0105416666666667
57,0.54878935968,0.58,0.392079533868222,0.77,0.78534,0.078534,-0.113125,-0.0113125
58,0.704526123456,0.58,0.177083135289694,0.77,0.76891,0.076891,-0.12,-0.012
59,0.471806105184,0.58,0.321416101677191,0.77,0.76293,0.076293,-0.12,-0.012
60,0.341919626976,0.58,0.29701724431112,0.77,0.76063,0.076063,-0.122083333333333,-0.0122083333333333
61,0.386517388032,0.58,0.294203628581632,0.77,0.76216,0.076216,-0.115208333333333,-0.0115208333333333
62,0.443687486112,0.58,0.41998718094671,0.77,0.76113,0.076113,-0.114791666666667,-0.0114791666666667
63,0.250740091296,0.58,0.495910251482471,0.77,0.76028,0.076028,-0.126041666666667,-0.0126041666666667
64,0.147087834336,0.58,0.361446962880387,0.77,0.7586,0.07586,-0.13,-0.013
65,0.0532761601536,0.58,1.0846178802377,0.77,0.75731,0.075731,-0.131458333333333,-0.0131458333333333
66,0.581593031712,0.58,0.601536453171981,0.77,0.75565,0.075565,-0.140625,-0.0140625
67,0.522553063104,0.58,0.631914977879325,0.77,0.75043,0.075043,-0.151041666666667,-0.0151041666666667
68,0.705622934304,0.58,0.499033396831053,0.77,0.74984,0.074984,-0.15375,-0.015375
69,0.350189809056,0.58,1.11459089537521,0.77,0.75003,0.075003,-0.146041666666667,-0.0146041666666667
70,0.428588437248,0.58,0.668511019838885,0.77,0.74759,0.074759,-0.152291666666667,-0.0152291666666667
71,0.472041654912,0.58,0.436382119067646,0.77,0.76021,0.076021,-0.115208333333333,-0.0115208333333333
72,1.30269376224,0.58,0.262570238738282,0.77,0.81814,0.081814,-0.0495833333333333,-0.00495833333333333
73,0.491450122368,0.58,0.486847321790018,0.77,0.82235,0.082235,-0.0729166666666667,-0.00729166666666667
74,0.49645996416,0.58,0.316399760323078,0.77,0.82373,0.082373,-0.0797916666666667,-0.00797916666666667
75,0.989566198272,0.58,0.378349109284585,0.77,0.82953,0.082953,-0.0645833333333333,-0.00645833333333333
76,0.418902881472,0.58,0.844456127109345,0.77,0.81751,0.081751,-0.0858333333333333,-0.00858333333333333
77,0.527530737312,0.58,0.793141260988355,0.77,0.80855,0.080855,-0.0945833333333333,-0.00945833333333333
78,0.166561674624,0.58,0.743039688542328,0.77,0.80297,0.080297,-0.100625,-0.0100625
79,0.885161634912,0.58,0.251242492933831,0.77,0.80848,0.080848,-0.086875,-0.0086875
80,0.507641831424,0.58,1.3373102697944,0.77,0.79432,0.079432,-0.055625,-0.0055625
81,0.347266709568,0.58,2.41864199850762,0.77,0.80296,0.080296,-0.095,-0.0095
82,0.251710307136,0.58,1.52519673494777,0.77,0.79873,0.079873,-0.105,-0.0105
83,0.618178989024,0.58,0.968339429033274,0.77,0.81109,0.081109,-0.0754166666666667,-0.00754166666666667
84,0.720239469408,0.58,0.392825742897595,0.77,0.82467,0.082467,-0.0633333333333333,-0.00633333333333333
85,-9999,-9999,0.913302573902142,0.77,0.82109,0.082109,-0.081875,-0.0081875
86,-9999,-9999,1.26583172128958,0.77,0.81253,0.081253,-0.094375,-0.0094375
87,0.650742960672,0.58,0.316829882669629,0.77,0.81504,0.081504,-0.0875,-0.00875
88,0.914793168096,0.58,0.443193085901156,0.77,0.81754,0.081754,-0.0839583333333333,-0.00839583333333333
89,0.214073196192,0.58,1.38671952754514,0.77,0.81172,0.081172,-0.0858333333333333,-0.00858333333333333
90,1.23775674912,0.58,0.109820097774138,0.77,0.80566,0.080566,-0.0964583333333333,-0.00964583333333333
91,0.668859536448,0.58,0.211663890104778,0.77,0.81266,0.081266,-0.0860416666666667,-0.00860416666666667
92,-0.00205899516864,0.58,1.1182486637611,0.77,0.80867,0.080867,-0.095,-0.0095
93,0.108276087744,0.58,1.55228489953219,0.77,0.80062,0.080062,-0.107083333333333,-0.0107083333333333
94,-0.292780010592,0.58,1.33820126929779,0.77,0.76999,0.076999,-0.11625,-0.011625
95,0.565622345088,0.58,0.749132120712498,0.77,0.75571,0.075571,-0.11625,-0.011625
96,-0.15335636256,0.58,1.84044426853555,0.77,0.75671,0.075671,-0.1075,-0.01075
97,0.177843157632,0.58,1.42569264050491,0.77,0.75192,0.075192,-0.125833333333333,-0.0125833333333333
98,-0.00438707736576,0.58,1.54628746528706,0.77,0.74685,0.074685,-0.138333333333333,-0.0138333333333333
99,0.31395561984,0.58,1.59599823240733,0.77,0.74274,0.074274,-0.146458333333333,-0.0146458333333333
100,0.142661159712,0.58,2.57760730013215,0.77,0.73872,0.073872,-0.145833333333333,-0.0145833333333333
101,0.217638609696,0.58,1.48292870851682,0.77,0.73914,0.073914,-0.149583333333333,-0.0149583333333333
102,-0.426750734304,0.58,2.03529604152018,0.77,0.80758,0.080758,-0.0716666666666667,-0.00716666666666667
103,0.432310538016,0.58,0.803933966209912,0.77,0.7983,0.07983,-0.09375,-0.009375
104,0.170982123264,0.58,1.52558912262291,0.77,0.79371,0.079371,-0.105833333333333,-0.0105833333333333
105,0.0593747190144,0.58,1.75432355963727,0.77,0.76707,0.076707,-0.117083333333333,-0.0117083333333333
106,0.311794165728,0.58,1.09285037782706,0.77,0.74637,0.074637,-0.131875,-0.0131875
107,0.800797476384,0.58,0.669837166429928,0.77,0.73948,0.073948,-0.14,-0.014
108,0.160297297056,0.58,1.47119092071295,0.77,0.73456,0.073456,-0.152291666666667,-0.0152291666666667
109,0.110871285408,0.58,1.7483176033025,0.77,0.73017,0.073017,-0.164166666666667,-0.0164166666666667
110,0.237065755104,0.58,1.573564429972,0.77,0.70916,0.070916,-0.175416666666667,-0.0175416666666667
111,0.485994085056,0.58,1.22947061418939,0.77,0.63692,0.063692,-0.17,-0.017
112,1.62901833696,0.58,0.19647551486138,0.77,0.60598,0.060598,-0.18,-0.018
113,0.7958104632,0.58,0.727910021831189,0.77,0.60456,0.060456,-0.188958333333333,-0.0188958333333333
114,-0.271233955296,0.58,1.30958964274624,0.77,0.60378,0.060378,-0.19,-0.019
115,0.0289615135392,0.58,1.42479576546649,0.77,0.60224,0.060224,-0.196458333333333,-0.0196458333333333
116,0.0177189429312,0.58,0.836578784459007,0.77,0.65666,0.065666,-0.217291666666667,-0.0217291666666667
117,0.70346874384,0.58,0.547139080357895,0.77,0.65277,0.065277,-0.22,-0.022
118,-9999,-9999,0.626724534554282,0.77,0.64564,0.064564,-0.229166666666667,-0.0229166666666667
119,-9999,-9999,0.391930829129507,0.77,0.66495,0.066495,-9999,-9999
120,-9999,-9999,0.448992843019549,0.77,0.70254,0.070254,-0.224375,-0.0224375
121,-9999,-9999,0.931970623069821,0.77,0.77505,0.077505,-0.136458333333333,-0.0136458333333333
122,-9999,-9999,1.02219501053119,0.77,0.77465,0.077465,-9999,-9999
123,-9999,-9999,1.00623467383059,0.77,0.77398,0.077398,-0.163191489361702,-0.0163191489361702
124,-9999,-9999,0.901192684018663,0.77,0.69199,0.069199,-9999,-9999
125,0.476186084928,0.58,0.979219269974727,0.77,0.59725,0.059725,-0.171666666666667,-0.0171666666666667
126,1.15079012928,0.58,0.526824033595389,0.77,0.6905,0.06905,-0.158125,-0.0158125
127,0.0684727494336,0.58,1.05119482985204,0.77,0.75904,0.075904,-0.0783333333333333,-0.00783333333333333
128,0.497441594304,0.58,1.18682262885627,0.77,0.75422,0.075422,-0.0816666666666667,-0.00816666666666667
129,-0.215354711232,0.58,3.06142784679631,0.77,0.76412,0.076412,-0.063125,-0.0063125
130,0.246041548704,0.58,0.874775427086594,0.77,0.7603,0.07603,-0.07125,-0.007125
131,-0.443493442944,0.58,2.24406845596433,0.77,0.7714,0.07714,-0.0739583333333333,-0.00739583333333333
132,0.86387603328,0.58,0.400580440186472,0.77,0.75858,0.075858,-0.0891666666666667,-0.00891666666666667
133,-0.154128384576,0.58,2.19266785943049,0.77,0.73679,0.073679,-0.103125,-0.0103125
134,-0.576262551744,0.58,1.66660463627692,0.77,0.71436,0.071436,-0.114791666666667,-0.0114791666666667
135,-0.546956845056,0.58,2.37288075632023,0.77,0.70984,0.070984,-0.130625,-0.0130625
136,-0.65360898864,0.58,2.42866961664527,0.77,0.69854,0.069854,-0.1475,-0.01475
137,-0.087692465808,0.58,2.10235901143796,0.77,0.6816,0.06816,-0.164583333333333,-0.0164583333333333
138,-0.647612328384,0.58,1.81543449843183,0.77,0.65937,0.065937,-0.179166666666667,-0.0179166666666667
139,-9999,-9999,1.89842954505141,0.77,0.59066,0.059066,-0.185416666666667,-0.0185416666666667
140,0.0674591592384,0.58,1.29062032401425,0.77,0.63037,0.063037,-0.206041666666667,-0.0206041666666667
141,0.645075239904,0.58,0.557630011753213,0.77,0.6328,0.06328,-0.196458333333333,-0.0196458333333333
142,-0.554712345792,0.58,2.06651083958164,0.77,0.63429,0.063429,-0.19,-0.019
143,-1.18974403584,0.58,2.27702219109961,0.77,0.63028,0.063028,-0.197916666666667,-0.0197916666666667
144,-1.1944031472,0.58,2.3064222733039,0.77,0.622,0.0622,-0.215625,-0.0215625
145,-0.90323981712,0.58,1.78293547307254,0.77,0.61359,0.061359,-0.231666666666667,-0.0231666666666667
146,-0.661812760224,0.58,1.6137620910498,0.77,0.6059,0.06059,-0.245208333333333,-0.0245208333333333
147,-1.15706799648,0.58,2.29438493174055,0.77,0.59917,0.059917,-0.256875,-0.0256875
148,-1.38357967104,0.58,2.2186688344055,0.77,0.5924,0.05924,-0.274166666666667,-0.0274166666666667
149,-1.030531097664,0.58,2.46383190658473,0.77,0.56457,0.056457,-0.275625,-0.0275625
150,-1.014972363648,0.58,2.78132375611274,0.77,0.57352,0.057352,-0.307916666666667,-0.0307916666666667
151,-9999,-9999,1.83264562169023,0.77,0.56569,0.056569,-9999,-9999
152,-0.725941433088,0.58,1.08109693088643,0.77,0.55791,0.055791,-0.338958333333333,-0.0338958333333333
153,-1.21808263968,0.58,2.45414998626071,0.77,0.55075,0.055075,-0.351875,-0.0351875
154,-0.908831788416,0.58,2.91200285932802,0.77,0.54124,0.054124,-0.363541666666667,-0.0363541666666667
155,-1.30184287776,0.58,2.46097894919294,0.77,0.53155,0.053155,-0.37375,-0.037375
156,-1.30000621248,0.58,1.90704213640204,0.77,0.52276,0.052276,-0.379583333333333,-0.0379583333333333
157,-1.23415605504,0.58,1.74078634036868,0.77,0.51683,0.051683,-0.386875,-0.0386875
158,-1.08065441952,0.58,1.32673214770991,0.77,0.51133,0.051133,-0.39,-0.039
159,-1.22741123904,0.58,1.55801095051856,0.77,0.50597,0.050597,-0.396666666666667,-0.0396666666666667
160,-1.5348088224,0.58,2.60129274744145,0.77,0.49933,0.049933,-0.4,-0.04
161,-9999,-9999,2.42423331552129,0.77,0.49234,0.049234,-0.4,-0.04
162,-9999,-9999,2.39151834591369,0.77,0.48564,0.048564,-0.407916666666667,-0.0407916666666667
163,0.01019689584192,0.58,2.12522972793095,0.77,0.4809,0.04809,-0.41,-0.041
164,-0.865888063776,0.58,3.47296997622896,0.77,0.47365,0.047365,-0.41,-0.041
165,-0.887526471168,0.58,3.81694179900266,0.77,0.4644,0.04644,-0.416666666666667,-0.0416666666666667
166,-0.792496164384,0.58,4.23707546237772,0.77,0.45574,0.045574,-0.42,-0.042
167,-0.2462117256,0.58,3.50342838793613,0.77,0.44551,0.044551,-0.42,-0.042
168,0.473748612192,0.58,1.5518282678106,0.77,0.43609,0.043609,-0.420416666666667,-0.0420416666666667
169,-0.0713935660608,0.58,3.17470951804133,0.77,0.42931,0.042931,-0.419166666666667,-0.0419166666666667
170,-0.944572049568,0.58,3.95398279431833,0.77,0.44139,0.044139,-0.4025,-0.04025
171,-0.937989109152,0.58,1.67726323594822,0.77,0.44639,0.044639,-0.41,-0.041
172,-1.1072393712,0.58,3.29079057838063,0.77,0.44546,0.044546,-0.41,-0.041
173,-1.76955954912,0.58,3.49731762719185,0.77,0.44149,0.044149,-0.414375,-0.0414375
174,0.734217841152,0.58,2.04752685746356,0.77,0.43799,0.043799,-0.42,-0.042
175,-1.67151067776,0.58,3.74423852457305,0.77,0.43439,0.043439,-0.42,-0.042
176,0.983462658624,0.58,2.1890324628822,0.77,0.43081,0.043081,-0.42,-0.042
177,-2.30685159168,0.58,3.66364091382727,0.77,0.43491,0.043491,-0.42,-0.042
178,1.750539168,0.58,0.513397737668624,0.77,0.43873,0.043873,-0.42,-0.042
179,-0.0212112011232,0.58,1.41998909269386,0.77,0.45237,0.045237,-0.422916666666667,-0.0422916666666667
180,-2.2404203424,0.58,3.53069215752041,0.77,0.45994,0.045994,-9999,-9999
181,1.68626625984,0.58,0.559741115825125,0.77,0.46519,0.046519,-0.425208333333333,-0.0425208333333333
182,-2.80391340096,0.58,2.96682380269451,0.77,0.4989,0.04989,-0.396875,-0.0396875
183,-3.6534592944,0.58,3.32214300705113,0.77,0.49731,0.049731,-0.382916666666667,-0.0382916666666667
184,-3.30965008128,0.58,2.94715085244576,0.77,0.49237,0.049237,-0.38,-0.038
185,-0.834663716352,0.58,0.980482748370357,0.77,0.49075,0.049075,-0.379166666666667,-0.0379166666666667
186,-2.81927082816,0.58,3.37611143311949,0.77,0.50916,0.050916,-0.344375,-0.0344375
