"doy","NEE_gCm2day","NEE_unc_gCm2day","Evap_kgH2Om2day","Evap_unc_kgH2Om2day","soil_water_m3m3","soil_water_unc_m3m3"
166,-1.656630576,0.58,2.26405129300562,0.77,-9999,-9999
167,-1.86576137856,0.58,2.31467116265807,0.77,-9999,-9999
168,-1.19332397664,0.58,1.64548139855192,0.77,-9999,-9999
169,-2.96415985248,0.58,2.17628289555975,0.77,-9999,-9999
170,-1.85093316,0.58,2.00036647487577,0.77,-9999,-9999
171,-1.98306929376,0.58,2.88354688224377,0.77,-9999,-9999
172,-1.2670396272,0.58,1.20341797227341,0.77,-9999,-9999
173,-1.89121527648,0.58,1.82122954496131,0.77,-9999,-9999
174,-1.44418962528,0.58,2.28674816582133,0.77,-9999,-9999
175,-1.38057044544,0.58,2.22144639783435,0.77,-9999,-9999
176,-2.57539903488,0.58,3.0752014392846,0.77,-9999,-9999
177,-2.24520397344,0.58,2.17610032149533,0.77,-9999,-9999
178,-2.12089182624,0.58,1.90982284821631,0.77,-9999,-9999
179,-0.0477892004544,0.58,1.27478521862032,0.77,-9999,-9999
180,-1.75337199072,0.58,2.52662074028821,0.77,-9999,-9999
181,-2.23847991072,0.58,2.22907956132374,0.77,-9999,-9999
182,-1.9883198736,0.58,1.73498107881796,0.77,-9999,-9999
183,-1.85884015968,0.58,1.70772906773399,0.77,-9999,-9999
184,-1.35201393216,0.58,1.39377775054974,0.77,-9999,-9999
185,-2.56947397344,0.58,1.5977084615492,0.77,-9999,-9999
186,-2.84201642304,0.58,1.99548702355812,0.77,-9999,-9999
187,0.931311741312,0.58,0.421026490588247,0.77,-9999,-9999
188,-1.99000088928,0.58,2.53888133474797,0.77,-9999,-9999
189,-1.4302641744,0.58,0.932754841692005,0.77,-9999,-9999
190,-2.31052492224,0.58,2.52686362234469,0.77,-9999,-9999
191,-1.27778982624,0.58,2.92321219443831,0.77,-9999,-9999
192,-1.28417145984,0.58,2.24242362253185,0.77,-9999,-9999
193,-1.58692030848,0.58,1.53504124236759,0.77,-9999,-9999
194,-2.44409303232,0.58,1.36654682100595,0.77,-9999,-9999
195,-1.72782470304,0.58,1.28069531082366,0.77,-9999,-9999
196,-0.502620575328,0.58,1.8825288744633,0.77,-9999,-9999
197,-1.729785888,0.58,1.5730391254696,0.77,-9999,-9999
198,-0.589101568416,0.58,2.12650890278199,0.77,-9999,-9999
199,-0.710191768896,0.58,3.42118900981183,0.77,-9999,-9999
200,-0.293367328416,0.58,2.67009714608582,0.77,-9999,-9999
201,-2.43820947744,0.58,2.04883005861234,0.77,-9999,-9999
202,-2.10354208416,0.58,1.83480240066143,0.77,-9999,-9999
203,0.514933496352,0.58,0.637897364037531,0.77,-9999,-9999
204,-0.703767591072,0.58,1.23478850291086,0.77,-9999,-9999
205,0.957886316352,0.58,0.985078357030505,0.77,-9999,-9999
206,0.31017333456,0.58,0.472384932565551,0.77,-9999,-9999
207,-1.28546853984,0.58,1.80083860919642,0.77,-9999,-9999
208,-9999,-9999,2.12317281009464,0.77,-9999,-9999
209,0.0620935024608,0.58,0.639827999070045,0.77,-9999,-9999
210,-0.810596137536,0.58,2.15949087387938,0.77,-9999,-9999
211,-0.713442770208,0.58,1.80581422870513,0.77,-9999,-9999
212,-0.793011883392,0.58,0.876211155624501,0.77,-9999,-9999
213,-0.902516565312,0.58,1.6746962548008,0.77,-9999,-9999
214,0.752281496064,0.58,1.59060796451546,0.77,-9999,-9999
215,-0.57772462032,0.58,0.673345480557688,0.77,-9999,-9999
216,-2.29622591232,0.58,2.44201406586534,0.77,-9999,-9999
217,-2.45877597792,0.58,1.98622987224365,0.77,-9999,-9999
218,-1.82508494976,0.58,1.26305282031446,0.77,-9999,-9999
219,0.508784299488,0.58,0.598493851976426,0.77,-9999,-9999
220,-1.82048809824,0.58,1.9994459258857,0.77,-9999,-9999
221,-1.24477135776,0.58,1.94494488479332,0.77,-9999,-9999
222,-0.277966319328,0.58,2.47668031419538,0.77,-9999,-9999
223,-0.369371028096,0.58,2.60908838436777,0.77,-9999,-9999
224,-1.238451984,0.58,1.87336832089417,0.77,-9999,-9999
225,-0.554882522688,0.58,2.02694337256498,0.77,-9999,-9999
226,-0.447424114176,0.58,1.50646252495842,0.77,-9999,-9999
227,3.1297502736,0.58,0.166905394998344,0.77,-9999,-9999
228,1.673752032,0.58,0.624503063576244,0.77,-9999,-9999
229,-1.39063578624,0.58,1.97037232482752,0.77,-9999,-9999
230,0.603163990944,0.58,0.998687334015407,0.77,-9999,-9999
231,-0.566095519872,0.58,1.29230134132655,0.77,-9999,-9999
232,-0.830386465344,0.58,1.7984091756537,0.77,-9999,-9999
233,-1.42827185952,0.58,1.61490728189055,0.77,-9999,-9999
234,1.30183250112,0.58,0.481244917117124,0.77,-9999,-9999
235,-0.1032997624992,0.58,1.03421623597052,0.77,-9999,-9999
236,-0.397266549408,0.58,1.3141154699894,0.77,-9999,-9999
237,-0.868089986784,0.58,1.3953172924445,0.77,-9999,-9999
238,0.370744895232,0.58,1.02356617299612,0.77,-9999,-9999
239,-1.53902173824,0.58,1.82017387058934,0.77,-9999,-9999
240,-0.865679493312,0.58,1.49449117794798,0.77,-9999,-9999
241,-0.219312361728,0.58,1.1375469211277,0.77,-9999,-9999
242,-9999,-9999,0.481200600980586,0.77,-9999,-9999
243,-9999,-9999,1.29627532664031,0.77,-9999,-9999
244,-9999,-9999,1.29483661782164,0.77,-9999,-9999
245,-9999,-9999,1.49326226640545,0.77,-9999,-9999
246,2.00514040704,0.58,0.367707899870435,0.77,-9999,-9999
247,1.12543999776,0.58,0.753673464987594,0.77,-9999,-9999
248,-0.442389368448,0.58,1.52133540187878,0.77,-9999,-9999
249,2.1970978704,0.58,0.427534541058203,0.77,-9999,-9999
250,-0.096420776544,0.58,1.1612693304515,0.77,-9999,-9999
251,2.1153818304,0.58,0.250957641902731,0.77,-9999,-9999
252,2.67601093632,0.58,0.300392932984889,0.77,-9999,-9999
