"doy","mint_C","maxt_C","airt_C","co2_ppm","swrad_MJm2day","vpd_kPa","precip_kgm2s","wind_spd_ms"
319,6.18,9.96,8.232,449.452,0.5578848,0.008,0.000117939814814815,1.955
320,2.45,6.88,5.047,446.309,2.3334912,0.008,8.10185185185185e-07,1.681
321,4.01,7.54,6.531,449.909,0.6668352,0,0.00028912037037037,3.185
322,6.54,7.87,7.224,448.622,1.0543392,0,0.000255555555555556,4.709
323,5.87,7.46,6.709,439.306,2.1667392,0.0031,6.59722222222222e-06,2.45
324,1.13,6.84,4.593,445.261,2.962224,0.0012,5.20833333333333e-05,3.094
325,-1.38,4.73,1.913,454.306,2.1278592,0,2.77777777777778e-06,1.651
326,0.46,7.08,3.139,453.047,3.356208,0.0048,2.31481481481481e-06,0.883
327,2.73,8.24,5.576,443.624,1.9607616,0.0175,1.33101851851852e-05,3.343
328,5.7,8.27,6.962,436.787,1.145664,0.0451,2.41898148148148e-05,5.965
329,4.78,8.57,6.847,439.287,2.7562464,0.034,0,6.618
330,7.42,11.61,9.955,432.098,1.1593152,0.032,2.1412037037037e-05,6.181
331,6.09,11.7,8.387,434.74,3.0057696,0.0985,1.27314814814815e-06,5.791
332,1.11,8.16,5.19,445.458,3.187728,0.0027,8.33333333333333e-06,1.907
333,0.62,6,3.128,454.467,3.1594752,0,1.27314814814815e-06,1.503
334,0.64,6.19,2.663,455.129,3.1688928,0.0019,1.04166666666667e-06,1.941
335,1.96,7.95,5.801,454.26,0.9522144,0,6.13425925925926e-06,2.281
336,4.29,7.6,6.258,458.146,0.7826112,0.0024,5.78703703703704e-07,0.994
337,0.91,5.65,3.312,460.601,2.0803392,0.0073,9.25925925925926e-07,0.949
338,0.75,4.27,2.873,454.176,1.0390464,0,1.00694444444444e-05,2.555
339,2.1,4.64,3.247,453.257,1.8395424,0.0019,1.34259259259259e-05,2.595
340,-0.61,4.14,2.151,450.726,2.2551264,0.0306,2.19907407407407e-06,2.439
341,-0.84,2.76,0.641,455.474,2.419632,0.0253,0,2.659
342,-4.09,1.86,-1.1,461.038,2.2543488,0.0234,2.43055555555556e-06,2.339
343,-3.23,0.68,-1.305,463.102,2.6411616,0.0024,1.96759259259259e-06,3.438
344,-2.78,0.82,-1.007,465.385,1.3921632,0,8.42592592592593e-05,2.164
345,-6.11,0.99,-1.633,466.55,1.577232,0,8.20601851851852e-05,2.328
346,-8.89,-3.07,-5.623,476.447,1.508976,0,2.19907407407407e-06,1.893
347,-9.93,-4.46,-6.84,480.291,1.87488,0,0,7.123
348,-6.85,-1.34,-4.384,475.868,1.8626976,0.0242,2.66203703703704e-06,2.716
349,-5.54,-0.86,-3.823,476.718,2.9905632,0.0072,1.38888888888889e-06,3.123
350,-5.33,2.39,0.409,466.781,1.9739808,0.0055,4.3287037037037e-05,6.244
351,-1.06,2.06,1.002,466.708,2.124576,0,2.53472222222222e-05,4.825
352,-2.07,4.35,1.941,470.658,0.9064224,0.0568,7.17592592592593e-06,3.266
353,4.64,12.78,9.142,450.341,1.4020992,0.0137,4.28240740740741e-05,6.227
354,3.79,6.8,5.488,457.781,1.7457984,0.0413,0,6.19
355,4.26,6.66,5.545,462.767,0.6912,0.0194,3.57638888888889e-05,8.156
356,2.45,6.87,5.369,465.689,0.9736416,0,1.62037037037037e-06,2.711
357,2.24,4.91,3.834,465.181,0.67392,0,4.38657407407407e-05,1.938
358,2.74,8.33,5.95,457.723,1.3216608,0,7.93981481481482e-05,4.239
359,0.99,7.42,5.961,458.163,0.6918048,0,0.000113541666666667,3.967
360,-0.86,1.74,0.632,471.674,0.8814528,0.0015,3.46064814814815e-05,5.8
361,-1.43,5.74,2.311,469.136,0.6247584,0,4.0625e-05,3.334
362,4.41,7.89,5.968,459.19,0.3645216,0,6.93287037037037e-05,5.411
363,1.34,5.18,3.63,468.943,1.4453856,0,6.9212962962963e-05,7.011
364,1.74,7.93,5.444,466.535,0.7053696,6e-04,0.000494907407407407,7.699
365,0.78,2.68,1.822,468.741,0.6749568,0,0.000100694444444444,2.755
1,0.81,4.03,2.534,448.893,0.69552,0,2.01388888888889e-05,2.384
2,-2.58,1.9,0.027,453.868,2.0562336,2e-04,0,3.033
3,1.49,11.15,6.07,440.74,1.1155104,9e-04,4.31712962962963e-05,4.74
4,3.76,11.17,7.835,438.699,0.8992512,0,4.34027777777778e-05,7.004
5,3.49,9.72,6.815,440.437,0.8532,0,4.375e-05,5.015
6,5.53,7.92,6.218,440.469,1.675728,0.009,7.52314814814815e-06,7.684
7,5.99,10.05,7.491,436.555,1.7057088,0.0174,7.68518518518518e-05,6.044
8,3.13,6.53,4.93,442.389,1.0950336,0.0265,5.09259259259259e-06,6.435
9,2.63,4.82,3.867,445.591,1.2972096,0,5.37037037037037e-05,5.334
10,3.62,11.06,6.087,440.108,0.6509376,0,0.000157523148148148,6.202
11,3.87,5.66,4.882,442.44,1.8058464,0.0037,1.88310185185185e-05,9.258
12,3.6,7.44,5.084,441.519,0.8896608,9e-04,5.61342592592593e-05,7.238
13,2.84,6.25,4.916,442.255,1.8045504,0,1.85185185185185e-06,6.099
14,1.32,5.46,3.436,444.892,1.437696,0,0.000302430555555556,7.288
15,0.02,4.05,2.304,448.101,2.4748416,0.0046,5.09259259259259e-06,4.26
16,-4.84,0.7,-2.251,459.605,3.5215776,0.0085,7.98611111111111e-06,3.353
17,-4.46,2.737,1.347,460.109,2.737584,0.0213,3.00925925925926e-06,4.492
18,-2.59,2.17,0.137,455.741,2.5569216,0.0267,0,3.834
19,-3.65,2.78,-0.428,455.943,2.3895648,0.0019,2.66203703703704e-06,4.635
20,-2.44,2.86,-0.234,457.396,4.0540608,0.0119,0,1.992
21,-1.46,4.5,2.15,450.991,3.368304,0.0344,1.73611111111111e-06,4.814
22,3.33,6.01,4.872,450.254,1.508112,0,5.78703703703704e-07,6.04
23,5.23,7.46,6.559,447.72,1.2198816,0,0,5.067
24,5.24,9.5,7.503,442.518,1.8702144,0,3.24074074074074e-06,4.625
25,2.92,8.64,6.433,440.824,2.9871072,0.0092,1.81712962962963e-05,5.032
26,2.15,5.74,3.97,448.014,4.1998176,0.0296,1.15740740740741e-06,2.367
27,-2.67,3.74,1.394,455.181,2.6924832,0,0,3.761
28,2.56,5.94,4.27,445.174,4.1539392,0.0101,5.43981481481481e-06,4.137
29,3.18,8.45,5.46,443.967,1.370304,0.0013,2.34953703703704e-05,9.105
30,2.85,6.81,4.769,444.503,4.199904,0.008,1.11111111111111e-05,6.943
31,1.6,7.54,4.226,446.971,2.9383776,0.0016,9.31712962962963e-05,9.249
32,2.96,7.95,5.539,442.916,3.9547008,0.0033,9.03935185185185e-05,7.733
33,7.29,9.11,8.112,435.779,1.734912,0,3.90046296296296e-05,9.432
34,4.99,9.62,7.555,438.049,1.904688,0.0041,8.91203703703704e-06,6.167
35,1.88,8.7,6.47,440.893,2.063232,0.0131,1.79398148148148e-05,5.488
36,-0.43,5.32,2.215,451.336,4.0765248,0.0174,0,3.103
37,2.72,7.15,5.026,443.925,4.3339968,0.0029,0,4.788
38,4.3,8.03,6.38,442.522,2.274912,0,2.19907407407407e-06,4.05
39,2.25,7.63,5.931,443.07,4.554576,0.0361,3.54166666666667e-05,8.139
40,1.48,5.71,3.927,446.457,2.0729952,0,4.51388888888889e-06,6.239
41,3.68,8.24,6.454,441.479,1.2064896,0,4.57175925925926e-05,7.677
42,6.55,8.03,7.459,438.48,3.2958144,0,3.47222222222222e-06,5.371
43,4.22,7.82,6.413,441.543,1.9827936,0.0524,0,3.485
44,-0.09,6.93,3.019,454.824,6.8488416,0.0074,0,1.492
45,0.58,9.05,5.69,445.661,4.2483744,0.0365,5.78703703703704e-07,3.916
46,5.21,8.93,6.936,436.476,2.7944352,0.0806,3.47222222222222e-06,6.405
47,4.57,10.75,7.071,436.654,2.1541248,0,3.20601851851852e-05,4.647
48,3.43,11.33,7.245,434.715,6.899472,0.0428,0.00012037037037037,8.625
49,3.08,8.76,5.108,436.966,2.2896,0,0.000161342592592593,3.565
50,1.79,9.98,6.497,434.524,3.5302176,0,8.68055555555556e-06,7.078
51,8.41,10.01,9.461,431.098,2.3177664,0,2.67361111111111e-05,9.223
52,6.84,9.52,8.334,433.327,2.9594592,0,1.03009259259259e-05,5.637
53,2.14,7.47,5.017,434.173,5.1241248,0.0312,2.65046296296296e-05,3.989
54,-1.44,6.94,3.661,435.496,6.8729472,0.0304,0,4.657
55,1.14,8.07,5.61,434.286,7.8581664,0.0569,8.21759259259259e-06,4.516
56,0.36,3.85,2.454,436.536,3.7512288,0.0836,0,4.161
57,0.46,4.6,2.902,437.268,3.5576928,0.0149,0,2.118
58,1.07,3.56,2.436,444.737,2.1282048,0,3.47222222222222e-06,1.424
59,2.67,5.28,3.77,435.749,3.7537344,0,5.55555555555555e-06,3.871
60,3.07,5.28,4.235,432.944,4.1470272,0,7.87037037037037e-06,6.166
61,3.23,5.01,3.973,434.232,4.7037024,0,1.53935185185185e-05,4.104
62,0.4,4.29,3.13,436.555,3.3114528,0.0279,0,2.064
63,-0.94,5.74,2.697,438.566,7.0982784,0.041,0,1.928
64,0.16,6.29,3.005,436.325,4.6765728,0.0256,0,2.406
65,-2.08,4.5,2.031,435.582,8.7450624,0.0807,8.10185185185185e-06,4.209
66,-4.9,2.39,-1.511,438.799,10.3853664,0.1283,0,2.679
67,-5.86,1.7,-2.181,441.831,11.3571072,0.0358,9.72222222222222e-06,2.132
68,-4.1,1.52,-0.791,438.272,7.0332192,0.0146,1.49305555555556e-05,3.18
69,-2.29,4.36,0.613,436.776,13.0802688,0.1505,4.28240740740741e-06,3.846
70,-3.15,4.11,0.335,437.019,8.9650368,0.0517,5.6712962962963e-06,2.339
71,0.31,10.27,6.52,432.832,5.9495904,0.0031,7.90509259259259e-05,6.564
72,0.7,10.31,5.328,433.709,2.0578752,0.0027,0.000362152777777778,5.626
73,-3.38,2.75,-0.439,438.752,9.1395648,0.0247,3.00925925925926e-06,3.114
74,-4.5,3.49,0.24,438.213,5.9988384,0,2.90509259259259e-05,2.993
75,2.71,10.96,7.813,432.366,3.8333952,0,8.50694444444444e-05,4.685
76,6.22,11.35,8.923,432.368,7.4890656,0.0031,0,3.267
77,3.94,12.33,8.27,436.258,7.1734464,0.0035,1.03009259259259e-05,3.191
78,3.42,8.42,5.784,434.135,6.688224,0.0327,1.35416666666667e-05,3.565
79,4.24,10.6,7.286,438.681,4.0163904,0,3.4837962962963e-05,1.727
80,8.37,11.61,9.579,430.033,9.3057984,7e-04,7.17592592592593e-06,5.801
81,5.16,9.6,7.931,432.496,12.8074176,0.0987,1.28472222222222e-05,9.092
82,3.78,11.02,7.546,431.997,11.3014656,0.0545,2.39583333333333e-05,6.155
83,4.16,10.23,6.431,435.624,8.837856,0.0185,7.38425925925926e-05,4.606
84,2.02,5.65,4.748,436.472,4.6633536,0.0146,6.48148148148148e-05,2.902
85,-0.88,5.35,2.291,437.551,8.1188352,0.0422,1.06481481481481e-05,2.632
86,-3.06,6.97,1.762,435.949,18.0101664,0.2233,0,2.041
87,-0.14,7.78,5.117,436.822,4.4113248,0.0051,3.68055555555556e-05,2.936
88,4.736,11.89,7.917,431.883,4.3670016,0.0779,2.24537037037037e-05,3.652
89,7.05,13.55,9.75,434.042,10.7629344,0.168,0,3.248
90,4.48,9.14,6.861,438.199,3.1940352,0.0028,1.79398148148148e-05,3.624
91,3.68,5.34,4.459,435.944,4.0754016,0.003,1.03009259259259e-05,3.598
92,2.28,9.47,5.624,435.782,12.3673824,0.1324,0,1.648
93,-1.46,11.19,5.411,435.617,18.527184,0.3447,0,2.326
94,1.59,10.71,6.732,434.558,13.0870944,0.281,0,5.005
95,7.23,12.17,9.389,433.272,7.6694688,0.0388,3.59953703703704e-05,4.601
96,3.63,10.6,7.844,432.224,13.1329728,0.2075,2.31481481481481e-06,5.357
97,0.79,10.42,5.465,438.126,20.4309216,0.209,0,2.202
98,1.15,12.95,7.344,436.716,17.0586432,0.2505,1.73611111111111e-06,1.102
99,4.89,11.87,9.235,432.366,12.4604352,0.303,0,3.019
100,4.37,11.03,8.32,432.905,15.7584096,0.2169,1.53935185185185e-05,6.015
101,1.63,9.63,6.092,433.164,13.2918624,0.1525,9.88425925925926e-05,5.478
102,0.62,8.83,4.549,433.259,19.1601504,0.1692,1.88657407407407e-05,5.234
103,0.33,8.51,4.9,437.753,8.1524448,0.0696,7.63888888888889e-06,2.661
104,1.15,10.67,5.581,435.681,15.1161984,0.1635,4.74537037037037e-06,2.681
105,0.03,12.2,7.21,436.735,16.4783808,0.2845,1.62037037037037e-06,2.017
106,7.44,12.76,9.992,432.704,10.8468288,0.2017,0,3.211
107,7.32,14.41,11.088,441.48,7.2449856,0.0544,0,1.599
108,3.82,12.34,7.14,437.89,20.8075392,0.1031,0,3.029
109,2.95,13.07,7.796,436.29,20.9990016,0.2753,0,3.574
110,3.58,11.93,7.265,434.646,22.210416,0.209,0,4.144
111,5.56,11.82,7.91,432.279,15.3855936,0.1393,0,5.542
112,5.39,7.13,6.252,434.189,2.3217408,0.0043,6.94444444444444e-07,5.166
113,4.43,8.45,6.268,436.809,6.6957408,0.0936,1.03009259259259e-05,3.17
114,-0.01,5.95,3.686,434.728,14.1195744,0.166,1.46990740740741e-05,3.523
115,-2.68,7.27,3.248,438.307,18.0544032,0.313,0,2.081
116,-1.91,8.51,4.528,437.96,14.0291136,0.2497,0,1.514
117,2.57,11.03,7.475,433.974,6.8279328,0.2044,1.04166666666667e-06,2.282
118,6.14,11.9,9.374,432.657,7.6872672,0.0833,0,2.203
119,5.14,8.67,6.726,433.686,6.3345888,0,4.74537037037037e-07,1.851
120,7.15,13.83,10.345,435.219,5.7528576,0.0038,5.0462962962963e-05,2.937
121,5.936,12.936,9.013,432.603,10.1755872,0.108,2.27199074074074e-05,3.258
122,5.407,11.639,8.071,434.554,6.7736736,0.1529,4.61805555555556e-06,1.637
123,6.974,14.907,10.974,441.296,9.6321312,0.2632,3.65740740740741e-06,1.887
124,6.284,9.906,8.302,431.677,13.9978368,0.2065,5.78703703703704e-08,4.371
125,6.25,14.25,9.358,428.303,10.8417312,0.0485,6.36574074074074e-06,2.59
126,7.7,11.4,9.473,439.845,8.0109216,0,0.00014525462962963,2.067
127,8.34,15.44,11.167,437.93,12.8298816,0.0338,1.41203703703704e-05,2.177
128,10.68,15.14,12.625,431.267,8.6121792,0.0619,0.000104050925925926,4.627
129,7.83,15.7,11.72,435.367,21.315744,0.3007,8.10185185185185e-07,3.552
130,5.37,12.76,9.61,438.744,10.570176,0.0201,0.000107986111111111,2.72
131,4.81,15.24,10.448,432.547,18.2224512,0.1864,0,3.004
132,6.57,10.53,8.732,429.959,6.1471008,0.0313,1.73611111111111e-06,2.476
133,3.82,18.47,11.56,434.053,22.8815712,0.2182,0,1.899
134,5.25,14.48,10.261,437.62,12.4847136,0.2912,0,4.333
135,3.76,13.36,8.587,432.473,22.0455648,0.3744,0,4.312
136,4.73,14.93,10.292,432.01,21.8185056,0.3248,0,5.47
137,6.64,16.08,11.263,434.364,17.9013024,0.4172,0,3.909
138,8.18,15.82,12.068,434.35,16.2329184,0.3101,0,3.945
139,7.36,16.85,12.188,432.317,13.781232,0.3916,2.89351851851852e-07,2.447
140,9.07,16.83,12.87,447.626,11.2521312,0.2714,2.37268518518519e-05,1.815
141,10.1,14.27,11.449,442.736,7.2745344,0.0115,1.03009259259259e-05,2.032
142,7.59,15.71,11.807,441.18,15.5998656,0.2366,1.33101851851852e-05,2.197
143,6.27,14.48,10.658,436.18,18.1683648,0.2826,0,4.712
144,6.79,16,11.567,430.184,22.7949984,0.3223,0,4.898
145,5.43,18,11.789,434.454,20.1473568,0.3591,0,1.981
146,6.96,17.69,12.2,435.927,18.2314368,0.2593,1.50462962962963e-06,1.771
147,7,16.54,12.398,432.466,17.5092192,0.3576,0,5.135
148,3.43,14.1,9.348,434.248,24.287904,0.3494,0,2.005
149,4.6,20.11,12.479,431.789,28.6936992,0.5412,0,2.158
150,5.81,20.54,13.757,430.356,29.7940896,0.4946,0,1.65
151,8.166,15.692,11.532,434.563,24.1862976,0.2302,4.62962962962963e-08,2.631
152,6.14,12.86,10.137,433.228,14.3163072,0.1382,0,2.514
153,7.41,16.28,11.397,425.633,29.1546432,0.3713,0,2.634
154,5.88,19.09,12.869,435.414,28.8116352,0.5621,0,2.241
155,6.91,18.95,12.614,433.573,29.469744,0.3241,0,2.052
156,7.83,14.78,11.24,428.274,26.508384,0.1344,0,3.187
157,5.08,14.37,10.517,426.809,21.9010176,0.1827,0,2.923
158,5.39,14.62,10.49,429.843,16.0212384,0.1952,0,2.31
159,8.63,14.17,10.844,424.122,18.729792,0.3227,0,2.867
160,7.73,19.05,12.94,421.803,28.1536992,0.4205,0,2.598
161,5.95,22.86,15.438,424.764,23.348304,0.543,0,2.654
162,12.11,20.68,15.66,433.205,20.789136,0.2532,1.78240740740741e-05,2.117
163,12.43,23.37,17.029,424.789,22.2571584,0.2224,1.73611111111111e-06,2.307
164,10.29,25.61,17.922,421.994,29.6914464,0.618,0,2.179
165,9.34,23.76,17.696,423.816,30.5341056,0.979,0,1.894
166,10.13,23.61,17.714,415.656,30.8978496,1.0411,0,1.969
167,10.7,24.18,18.396,417.625,28.3234752,0.83,0,2.299
168,12.33,21.67,17.221,422.132,13.0457952,0.6915,0,1.235
169,11.68,22.4,16.888,424.866,22.7582784,0.597,0.000156828703703704,2.362
170,14.21,20.07,16.638,426.656,22.1903712,0.3206,5.56712962962963e-05,5.325
171,12.52,18.64,16.069,425.07,14.0410368,0.275,7.63888888888889e-06,2.172
172,11.24,21.17,15.941,430.507,21.4818912,0.3789,4.05092592592593e-06,4.607
173,8,20.75,15.614,430.94,27.13392,0.5936,0,2.289
174,10.52,19.73,15.702,430.535,12.9648384,0.2168,2.70833333333333e-05,3.912
175,16.69,23.84,19.567,424.063,23.6589984,0.4367,0,4.872
176,11.98,22.91,16.701,427.739,13.4588736,0.314,8.27546296296296e-05,3.402
177,9.2,17.47,13.393,429.231,22.7791008,0.2568,2.43055555555556e-06,5.098
178,9.52,17.1,14.188,434.585,5.8901472,0.0301,0.000101851851851852,3.664
179,9.35,16.66,14.063,426.164,10.741248,0.1182,1.93287037037037e-05,3.272
180,8.008,15.99,12.868,428.121,19.9418112,0.2866,8.98148148148148e-06,4.534
181,11.74,14.38,13.411,427.215,6.1668,0.0832,0.000152662037037037,3.994
182,10.04,15.49,13.146,422.028,18.6249024,0.2466,4.51388888888889e-06,7.772
183,8.88,14.66,11.692,422.471,24.1201152,0.2961,7.75462962962963e-06,7.06
184,8.53,15.04,11.715,423.481,21.722256,0.3415,0,7.163
185,9.28,15.85,12.122,425.163,11.9917152,0.1239,0.000103819444444444,4.261
186,7.07,16.12,12.04,428.23,20.747664,0.3242,0,4.159
187,9.84,16.09,13.33,427.606,15.957216,0.2771,6.8287037037037e-06,3.651
188,13.78,21,17.528,423.402,12.6974304,0.3733,3.35648148148148e-06,4.904
189,13.05,24.51,19.32,431.302,13.4997408,0.6042,1.40046296296296e-05,1.803
190,12.21,20.11,16.565,429.206,22.375008,0.4922,0.000138194444444444,3.77
191,11.89,18.16,15.011,420.738,15.5173536,0.31,6.6087962962963e-05,3.256
192,10.19,17.88,14.742,423.163,20.7842976,0.2918,1.50462962962963e-06,5.452
193,11.32,18.17,13.868,423.118,17.6017536,0.2142,2.60416666666667e-05,3.871
194,9.32,16.77,13.287,422.301,18.3969792,0.3009,0,4.417
195,10.89,17.35,14.372,426.743,8.829648,0.1534,7.52314814814815e-05,2.373
196,11.68,18.42,14.952,422.326,18.778608,0.2833,3.84259259259259e-05,3.962
197,10.75,16.23,13.663,420.571,15.570144,0.2062,2.08333333333333e-06,7.293
198,8.5,15.87,12.659,419.381,18.7450848,0.2832,1.01851851851852e-05,5.395
199,6.91,16.07,12.269,426.18,15.7591872,0.2719,0,1.864
200,9.56,17.84,13.418,431.693,14.7807072,0.3789,0,2.357
201,8.18,16.47,12.669,424.654,19.3175712,0.3553,0,3.759
202,10.26,17.72,13.406,421.303,20.6748288,0.4729,1.96759259259259e-06,2.737
203,10.56,15.9,12.869,430.11,9.8860608,0.0618,2.33796296296296e-05,2.597
204,9.11,14.85,12.383,418.995,10.2093696,0.1028,4.30555555555556e-05,5.538
205,7.89,14.62,11.521,424.427,11.8904544,0.3408,0,2.176
206,8.02,16.7,12.672,423.842,15.659136,0.3307,7.87037037037037e-06,3.944
207,11.59,18.58,14.622,419.999,14.1435072,0.2814,6.58564814814815e-05,3.094
208,12.23,17.23,14.696,433.103,7.7840352,0.0048,7.74305555555556e-05,1.639
209,10.7,18.94,15.511,428.298,19.325088,0.3209,1.62037037037037e-06,3.256
210,11.96,18.02,14.377,418.508,18.5399712,0.2982,7.21064814814815e-05,5.031
211,11.43,16.73,13.547,418.63,11.706336,0.1486,8.41435185185185e-05,5.775
212,11.99,16.59,13.859,430.886,7.6896864,3e-04,0.000101157407407407,2.965
213,12.73,15.23,13.799,420.978,7.6972896,0,3.44907407407407e-05,2.977
214,11.35,13.86,13.055,423.14,5.4196128,0,0.000118865740740741,4.467
215,11.61,17.35,14.73,415.492,11.5413984,0.2279,2.5462962962963e-06,2.66
216,10.63,15.78,12.905,419.933,11.2789152,0.3229,0,2.182
217,9.13,13.96,11.232,435.248,8.7422112,0.0559,0.000148958333333333,1.383
218,10.16,15.89,12.395,430.618,11.8067328,0.1714,0,1.554
219,8.44,16.86,12.631,419.628,17.847216,0.242,0,4.375
220,7.99,16.95,12.148,417.759,19.7236512,0.3594,0,4.521
221,7.48,17.84,13.572,419.559,11.2421088,0.222,0,3.791
222,16.31,23.35,19.75,431.282,10.1686752,0.2959,0,1.904
223,15.03,20.52,17.732,414.521,21.1767264,0.429,2.39583333333333e-05,5.47
224,14,18.97,15.917,412.521,11.4187968,0.1839,4.98842592592593e-05,4.888
225,13.14,18.06,15.058,413.168,15.7695552,0.2195,6.00694444444444e-05,4.72
226,11.64,18.42,15.167,417.174,11.784096,0.2595,7.73148148148148e-06,1.927
227,9.86,18.8,14.961,428.748,11.0932416,0.1652,6.13425925925926e-06,2.297
228,11.6,18.01,14.823,427.156,15.1819488,0.176,0,2.095
229,13.5,18.42,15.447,420.01,11.8110528,0.2387,3.57638888888889e-06,1.605
230,12.6,16.84,14.471,412.791,8.350128,0.1718,6.6087962962963e-06,2.75
231,15.28,18.54,16.854,412.866,10.9714176,0.1807,4.84953703703704e-05,5.288
232,13.66,19.81,16.487,414.092,15.2164224,0.3696,0,4.355
233,14.61,19.56,16.826,411.259,14.0375808,0.3565,8.10185185185185e-07,6.237
234,12.59,17.58,15.376,412.99,13.5255744,0.1412,2.63888888888889e-05,5.317
235,10.19,17.31,14.092,416.781,9.572688,0.2629,8.10185185185185e-07,3.012
236,11.17,16.97,13.877,416.793,16.8338304,0.3033,7.75462962962963e-06,3.647
237,9.83,15.1,12.083,419.433,11.4987168,0.0977,1.03009259259259e-05,1.917
238,9.24,16.65,13.075,423.943,16.1028,0.2445,9.25925925925926e-07,1.898
239,12.48,15.45,13.812,412.74,10.422,0.2113,2.06018518518519e-05,3.25
240,9.296,14.781,12.549,413.09,10.4938848,0.2253,2.40740740740741e-06,3.689
241,10.935,14.771,12.576,411.833,12.7676736,0.2195,3.62268518518519e-06,5.119
242,5.8,16.75,11.709,416.663,16.1597376,0.3397,0,2.702
243,6.81,17.72,12.587,422.342,14.8028256,0.3,0,1.364
244,8.42,16.3,12.915,422.966,7.3515168,0.2003,0,1.511
245,9.41,20.44,15.118,433.74,18.237744,0.277,0,2.586
246,13.325,20.446,15.734,417.521,14.6231136,0.2935,1.50462962962963e-07,5.56
247,11.82,22.82,16.907,420.073,19.7491392,0.4409,0,3.282
248,10.24,21.18,15.285,433.71,19.1097792,0.2456,0,2.808
249,11.78,22.38,16.201,421.183,16.5975264,0.1715,0,1.705
250,12.96,23.33,17.804,446.667,10.6624512,0.1548,0,1.254
251,12.35,26.09,19.026,440.421,16.2170208,0.4499,0,1.616
252,15.35,24.01,19.374,436.46,11.5064064,0.2746,0,3.476
253,14.45,22.57,18.482,430.7,9.2423808,0.1798,2.82407407407407e-05,2.001
254,8.32,17.89,14.838,421.781,10.9004832,0.1579,2.5e-05,4.056
255,8.16,14.67,11,432.908,15.5146752,0.3244,0,1.422
256,6.79,14.19,10.903,431.87,10.2670848,0.2476,5.77546296296296e-05,1.988
257,9.32,15.25,12.482,417.131,10.2079872,0.1637,8.64583333333333e-06,4.859
258,9.07,12.38,10.069,432.32,2.3623488,0.036,0.000177881944444444,1.872
259,6.45,12.08,9.798,418.369,3.0284928,0.0164,7.94907407407407e-05,3.571
260,7.45,14.61,12.174,422.912,3.421872,0,2.52314814814815e-05,1.31
261,6.97,14.33,11.835,418.335,9.8428608,0.105,0.000102314814814815,4.749
262,8.29,16.49,11.608,413.456,6.5200896,0.0338,0.000183796296296296,5.818
263,7.83,16.51,13.604,412.934,10.234512,0.1294,0.000153703703703704,7.625
264,7.35,14.11,10.019,415.565,10.7367552,0.1953,2.12962962962963e-06,5.886
265,8.97,13.48,10.896,416.544,7.5737376,0.1081,2.99074074074074e-05,3.151
266,7.09,11.44,9.522,419.255,7.5463488,0.1831,1.21527777777778e-06,2.067
267,10.27,18.12,14.93,414.928,6.1795008,0.1662,7.28009259259259e-05,5.554
268,12.05,16.74,13.966,413.489,9.02664,0.3088,1.04166666666667e-06,7.112
269,9.67,16.37,13.222,416.308,6.1839936,0.2423,4.88888888888889e-05,4.363
270,6.66,15.58,11.648,421.362,3.0449088,0.0641,6.68981481481481e-05,2.862
271,11.36,14.29,13.122,414.712,5.2501824,0.1797,4.62962962962963e-05,7.819
272,8.9,14.64,11.841,415.374,9.025344,0.2136,2.04861111111111e-06,7.255
273,8.51,13.49,11.038,417.362,4.3981056,0.0798,5.47569444444444e-05,2.494
274,9.715,16.278,13.529,421.739,8.120736,0.1843,1.14351851851852e-05,4.169
275,8.33,14.66,11.139,420.895,7.6993632,0.2018,7.63888888888889e-07,4.239
276,9.44,12.66,10.813,417.266,6.1234272,0.092,1.60069444444444e-05,5.806
277,8.3,13.69,11.013,419.179,3.7499328,0.0716,5.77546296296296e-05,6.185
278,8.27,15.66,12.881,423.705,1.668816,0,4.05324074074074e-05,4.824
279,10.8,15.88,13.517,419.87,2.8419552,0.0716,0.000111053240740741,5.616
280,8.61,10.72,9.606,423.764,1.0522656,0,0.000518229166666667,2.638
281,8.73,16.45,12.902,422.094,3.4781184,0.0106,2.1412037037037e-05,2.999
282,13.94,16.14,14.923,419.244,4.4172864,0.0092,2.66203703703704e-06,4.31
283,7.908,16.861,13.238,420.79,5.7678048,0.1762,3.27546296296296e-05,7.648
284,3.91,10.74,7.919,420.183,7.1190144,0.1547,5.20833333333333e-07,5.97
285,2.96,10.97,7.01,424.077,7.627392,0.1287,0,3.953
286,5.12,11.08,8.032,420.515,7.98552,0.2321,4.39814814814815e-06,6.572
287,0.65,9.33,5.16,421.95,9.977904,0.271,0,4.828
288,0.08,9.86,4.548,424.036,8.7898176,0.1732,0,4.041
289,1.89,8.91,5.114,429.037,4.603392,0.0694,1.50462962962963e-06,2.255
290,0.35,10.22,6.482,428.141,6.9539904,0.1239,2.31481481481481e-08,1.515
291,9.77,11.39,10.428,420.234,4.582656,0.2502,6.94444444444444e-08,4.225
292,9.66,13.17,11.462,425.087,1.2280896,0.0359,6.18055555555555e-05,4.527
293,5.95,10.69,7.739,423.172,1.3264992,2e-04,0.000109710648148148,6.292
294,4.54,8.33,6.33,425.824,1.9805472,0.0313,5.14930555555556e-05,4.923
295,2.53,10.73,5.858,427.82,6.3345024,0.1056,6.94444444444444e-08,3.274
296,1.03,9.41,6.135,431.206,5.78016,0.0453,2.08333333333333e-06,1.284
