"doy","NEE_gCm2day","NEE_unc_gCm2day","GPP_gCm2day","GPP_unc_gCm2day","Reco_gCm2day","Reco_unc_gCm2day","Evap_kgH2Om2day","Evap_unc_kgH2Om2day"
244,-9999,-9999,-9999,-9999,-9999,-9999,1.29483661782164,0.77
245,-9999,-9999,-9999,-9999,-9999,-9999,1.49326226640545,0.77
246,2.00514040704,0.58,4.06029621888,0.74,6.06227175072,0.74,0.367707899870435,0.77
247,1.12543999776,0.58,5.21131463424,0.74,6.3327077424,0.74,0.753673464987594,0.77
248,-0.442389368448,0.58,7.1213842656,0.74,6.6735803664,0.74,1.52133540187878,0.77
249,2.1970978704,0.58,3.3809168448,0.74,5.57761002624,0.74,0.427534541058203,0.77
250,-0.096420776544,0.58,5.62978377216,0.74,5.53328102016,0.74,1.1612693304515,0.77
251,2.1153818304,0.58,3.37556249856,0.74,5.49118299168,0.74,0.250957641902731,0.77
252,2.67601093632,0.58,2.4386660496,0.74,5.1158910528,0.74,0.300392932984889,0.77
253,0.154567316448,0.58,4.93416495648,0.74,5.08951363392,0.74,0.849824458530128,0.77
254,0.755474388192,0.58,4.89360267072,0.74,5.64900130944,0.74,0.61461762680313,0.77
255,0.0334435994208,0.58,5.36169290112,0.74,5.40656149248,0.74,1.21141214410218,0.77
256,-0.89687374848,0.58,5.63324956992,0.74,4.75171249536,0.74,1.32657335878555,0.77
257,-0.180583628256,0.58,4.72730663808,0.74,4.5644764032,0.74,0.804658819395398,0.77
258,-0.878599447776,0.58,5.20915629312,0.74,4.35047895648,0.74,1.72393668784876,0.77
259,-0.756667701792,0.58,4.56900061824,0.74,3.8335977648,0.74,1.64343128677848,0.77
260,-1.116007632,0.58,5.2212139488,0.74,4.1297989536,0.74,1.78251913298189,0.77
261,0.591175858752,0.58,3.72787017984,0.74,4.337954352,0.74,0.70524938002229,0.77
262,0.33372311904,0.58,4.2431637456,0.74,4.57690761792,0.74,1.24956594909324,0.77
263,0.353955491712,0.58,4.50443716416,0.74,4.84323446016,0.74,1.48095170675913,0.77
264,0.270651825792,0.58,4.66027354368,0.74,4.9174378128,0.74,1.52855090948342,0.77
265,1.4449990032,0.58,3.36418970112,0.74,4.79685087936,0.74,0.760232802154223,0.77
266,-0.157560977088,0.58,4.20790392288,0.74,4.04277007392,0.74,1.50774303736229,0.77
267,-9999,-9999,-9999,-9999,-9999,-9999,1.50623514920002,0.77
268,-9999,-9999,-9999,-9999,-9999,-9999,0.673285333551039,0.77
269,-0.0733947010848,0.58,3.45669744672,0.74,3.38126965056,0.74,1.33900072825894,0.77
270,-0.174928359456,0.58,3.52440502272,0.74,3.34856248128,0.74,1.50781461191652,0.77
271,0.869724307584,0.58,2.8392562368,0.74,3.70768761504,0.74,0.939272619058725,0.77
272,0.92942526816,0.58,3.40837343424,0.74,4.33484136,0.74,0.887560567912511,0.77
273,2.37057453792,0.58,1.82407841568,0.74,4.19220406656,0.74,1.13315766019587,0.77
274,0.464778006912,0.58,3.41488996416,0.74,3.87797865408,0.74,1.13727055558832,0.77
275,0.14613422112,0.58,3.89735184096,0.74,4.0403523168,0.74,1.24703213435878,0.77
276,1.38270803328,0.58,2.94186045312,0.74,4.31951506272,0.74,1.06771507024483,0.77
277,2.4989024448,0.58,2.21282885664,0.74,4.70436388704,0.74,1.00009338930922,0.77
278,2.04724881216,0.58,1.65022818912,0.74,3.69483095808,0.74,0.594344425351042,0.77
279,0.986156434368,0.58,3.15004698144,0.74,4.13122055328,0.74,1.55159545351211,0.77
280,1.28876831136,0.58,2.1024629136,0.74,3.38935305312,0.74,0.718933380885924,0.77
281,0.3110657256,0.58,2.94984008928,0.74,3.25402091424,0.74,0.709213464080675,0.77
282,1.50369965568,0.58,2.08035029376,0.74,3.56757184512,0.74,1.09498844122466,0.77
283,0.0990241717536,0.58,2.78108479296,0.74,2.86824856896,0.74,1.0237845358606,0.77
284,0.227224549728,0.58,3.00093466464,0.74,3.21381143424,0.74,0.728674987012818,0.77
285,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
286,-9999,-9999,-9999,-9999,-9999,-9999,0.921554106799135,0.77
287,1.03867053408,0.58,1.71866212992,0.74,2.74479768288,0.74,0.519578024997229,0.77
288,0.671945549184,0.58,2.1116981232,0.74,2.77067702304,0.74,0.799428532251393,0.77
289,0.46317170304,0.58,2.50692358752,0.74,2.96026861248,0.74,0.892521540594334,0.77
290,1.0548892224,0.58,2.56005198432,0.74,3.60709646688,0.74,1.04771725334972,0.77
291,0.877283689824,0.58,2.30607334368,0.74,3.18327298272,0.74,0.533709740011453,0.77
292,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
293,3.02867142336,0.58,0.390072424896,0.74,3.41856329472,0.74,0.0932286879890705,0.77
