"doy","NEE_gCm2day","NEE_unc_gCm2day","GPP_gCm2day","GPP_unc_gCm2day","Reco_gCm2day","Reco_unc_gCm2day","Evap_kgH2Om2day","Evap_unc_kgH2Om2day"
294,1.99269881568,0.58,1.72621632384,0.74,3.71744165664,0.74,0.411495422600549,0.77
295,2.05921307808,0.58,1.64619167616,0.74,3.7039935312,0.74,0.440780575554187,0.77
296,2.21711440896,0.58,1.55821852224,0.74,3.77360003232,0.74,0.369992646743935,0.77
297,1.39527414432,0.58,1.93247279712,0.74,3.32776769472,0.74,0.504414806204346,0.77
298,1.20038009184,0.58,2.16511706592,0.74,3.3653000016,0.74,0.521202420384978,0.77
299,1.68518708928,0.58,1.89178599168,0.74,3.57588353376,0.74,1.20488088816332,0.77
300,1.93398778656,0.58,1.7237674368,0.74,3.65621948064,0.74,0.598016389545724,0.77
301,1.41415962912,0.58,2.08595367936,0.74,3.49940769696,0.74,0.882575742962875,0.77
302,2.48394970656,0.58,0.772953838272,0.74,3.25794328416,0.74,0.448358486919279,0.77
303,1.64375316576,0.58,1.64221742304,0.74,3.28772424096,0.74,0.838566799484573,0.77
304,1.41863196096,0.58,1.97174837952,0.74,3.39291224064,0.74,0.85021972332828,0.77
305,1.6661252016,0.58,0.969514379136,0.74,2.64026341152,0.74,0.391157845533826,0.77
306,2.05891215552,0.58,0.442093634208,0.74,2.50581328704,0.74,0.439679419717348,0.77
307,0.598971828384,0.58,1.58776081632,0.74,2.19198218688,0.74,0.44724694398353,0.77
308,0.628796367072,0.58,1.44902513952,0.74,2.08363968864,0.74,0.279678602707074,0.77
309,1.62914285664,0.58,0.859056084,0.74,2.49363111168,0.74,0.196493474588138,0.77
310,1.8879258816,0.58,0.663559148736,0.74,2.55549663936,0.74,0.240877600287812,0.77
311,2.26201413024,0.58,0.858731295168,0.74,3.12130368864,0.74,0.497195505344656,0.77
312,1.31157616608,0.58,1.47013122528,0.74,2.78479963008,0.74,0.726522535338939,0.77
313,1.03822433856,0.58,1.69641461376,0.74,2.75042182176,0.74,0.524018335245043,0.77
314,2.3447574576,0.58,1.40636677248,0.74,3.77457543648,0.74,1.02608547071273,0.77
315,2.3902071408,0.58,1.57109593248,0.74,3.98682960768,0.74,0.889948947603603,0.77
316,1.75973287104,0.58,1.47902400576,0.74,3.26333913696,0.74,0.584210812383083,0.77
317,1.59741109152,0.58,1.95820686432,0.74,3.58290851904,0.74,0.664503225280519,0.77
318,1.36656198144,0.58,1.71319364064,0.74,3.10638208032,0.74,0.330524892911271,0.77
319,2.42126442432,0.58,0.262315233216,0.74,2.70925769088,0.74,0.111068624224773,0.77
320,1.7592036624,0.58,0.301634397504,0.74,2.08349441568,0.74,0.0377198977102479,0.77
321,2.29279124448,0.58,0.0644142379968,0.74,2.38282934976,0.74,0.0556533803859813,0.77
322,2.09121463584,0.58,0.395890606944,0.74,2.51364765024,0.74,0.11122016729746,0.77
323,1.34457388128,0.58,1.004669397792,0.74,2.36349766944,0.74,0.162016432198286,0.77
324,0.903725443872,0.58,1.024472177568,0.74,1.93173605568,0.74,0.163031309809387,0.77
325,1.26147774816,0.58,0.1954440144,0.74,1.45936027296,0.74,-9999,-9999
326,-9999,-9999,-9999,-9999,-9999,-9999,0.138169071916188,0.77
327,1.41088061088,0.58,0.517020238656,0.74,1.9289654928,0.74,0.246754955985661,0.77
328,1.73792117376,0.58,0.362615835456,0.74,2.10093754752,0.74,0.270089607410563,0.77
329,0.894421748448,0.58,1.124049528,0.74,2.0190866112,0.74,0.256747896252336,0.77
330,1.5018111072,0.58,1.064643264,0.74,2.56527143424,0.74,0.620226152170832,0.77
331,1.2328485984,0.58,1.08629931168,0.74,2.3199054048,0.74,0.450056525922432,0.77
332,0.842522983488,0.58,0.979249742784,0.74,1.82469063744,0.74,0.15748337333257,0.77
333,0.943415054208,0.58,0.582049603872,0.74,1.52964125568,0.74,0.104105260265781,0.77
334,0.7667558712,0.58,0.721794927744,0.74,1.49329188576,0.74,0.0752544773768788,0.77
335,1.54222812,0.58,0.496062538848,0.74,2.04306702624,0.74,0.0941345864357055,0.77
336,1.591776576,0.58,0.55655627472,0.74,2.15373389184,0.74,0.0857242145084796,0.77
337,1.012258872288,0.58,0.66557844288,0.74,1.68420130848,0.74,0.0684925305579751,0.77
338,1.26696699072,0.58,0.370044472032,0.74,1.64396069856,0.74,0.0236292239510646,0.77
339,1.08562483008,0.58,0.636650445888,0.74,1.73024246016,0.74,0.0645670286171526,0.77
340,0.793135365408,0.58,0.780716602656,0.74,1.58262437952,0.74,0.105172387767129,0.77
341,0.770352414624,0.58,0.594769289184,0.74,1.37387751264,0.74,0.0319276141863412,0.77
342,0.720209377152,0.58,0.431480406816,0.74,1.1552832144,0.74,0.042233704707828,0.77
343,0.87352112016,0.58,0.240261760224,0.74,1.1067205392,0.74,0.00243480320807957,0.77
344,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
345,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
346,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
347,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
348,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
349,0.875447024544,0.58,-0.315047242368,0.74,0.56071211904,0.74,-9999,-9999
350,0.923663119968,0.58,-0.0367502195232,0.74,0.887174703072,0.74,0.0276472535249497,0.77
351,0.893016751392,0.58,0.0531858833856,0.74,0.946959714432,0.74,0.0174928245274919,0.77
352,1.0881463536,0.58,-0.0149374845792,0.74,1.074241656,0.74,0.0267313739908477,0.77
353,1.44916003584,0.58,0.651265943328,0.74,2.09802171168,0.74,0.240337330427812,0.77
354,0.898906532256,0.58,0.663650463168,0.74,1.56301252992,0.74,0.231636361821709,0.77
355,1.42529376384,0.58,0.17223665904,0.74,1.59812707968,0.74,0.217755543547351,0.77
356,1.23314952096,0.58,0.372548355264,0.74,1.60631424864,0.74,0.0675760289136333,0.77
357,1.28974371552,0.58,0.129804502752,0.74,1.42077992544,0.74,0.0558760836187368,0.77
358,1.22351999904,0.58,0.539034280416,0.74,1.76253456384,0.74,0.262840131435725,0.77
359,1.45412006976,0.58,0.34653308112,0.74,1.80046118304,0.74,0.140625620423988,0.77
360,1.08639270144,0.58,0.000403623279072,0.74,1.08884158848,0.74,-9999,-9999
361,1.25234630496,0.58,0.0890105066208,0.74,1.34261269632,0.74,0.0381940880025397,0.77
362,1.83343814496,0.58,0.0654473362752,0.74,1.89812611872,0.74,0.111472668390256,0.77
363,0.912270606912,0.58,0.661991238432,0.74,1.5747070032,0.74,0.0351317155109751,0.77
364,1.50656360832,0.58,0.418456685952,0.74,1.924088472,0.74,0.156383791823025,0.77
365,1.26866875968,0.58,0.109382237568,0.74,1.37924223552,0.74,0.00733431428114605,0.77
1,1.2424988736,0.58,0.0930267851328,0.74,1.33929217152,0.74,0.0113351514671352,0.77
2,0.911666686464,0.58,0.140653279872,0.74,1.05635232864,0.74,0.0321155372533034,0.77
3,1.27678329216,0.58,0.558608774112,0.74,1.83776520384,0.74,0.214956025264057,0.77
4,1.64736423648,0.58,0.428944356,0.74,2.0780778096,0.74,0.151015309275281,0.77
5,1.481784192,0.58,0.442892635488,0.74,1.92691091808,0.74,0.256272769072284,0.77
6,1.26572179392,0.58,0.571501749312,0.74,1.83947734944,0.74,0.186903761769039,0.77
7,1.44097286688,0.58,0.60418505232,0.74,2.0462215248,0.74,0.532217937047188,0.77
8,1.1197432224,0.58,0.562976301888,0.74,1.6847512704,0.74,0.348318257536515,0.77
9,0.986753091168,0.58,0.541197809856,0.74,1.52970351552,0.74,0.0546022162995993,0.77
10,1.56530576736,0.58,0.269288335296,0.74,1.833292872,0.74,0.152956481803921,0.77
11,0.964654998624,0.58,0.670468953312,0.74,1.6333869024,0.74,0.191439804868893,0.77
12,1.12079126304,0.58,0.523635346656,0.74,1.64144955168,0.74,0.214775896214162,0.77
13,0.787070219328,0.58,0.81477896112,0.74,1.59811670304,0.74,0.0279890651714197,0.77
14,1.001598950016,0.58,0.394144218432,0.74,1.39241019168,0.74,0.0682763424710496,0.77
15,0.507316004928,0.58,0.73625892624,0.74,1.24043392224,0.74,0.0946398202898924,0.77
16,0.76085156304,0.58,0.01011184890048,0.74,0.770700032064,0.74,0.0361082251062837,0.77
17,0.760448949408,0.58,0.336780077184,0.74,1.0956694176,0.74,0.0472730731807733,0.77
18,0.378580296096,0.58,0.568844291808,0.74,0.947145456288,0.74,0.0811605267083023,0.77
19,0.595760258304,0.58,0.281256751872,0.74,0.877481883648,0.74,0.0344997856029289,0.77
20,0.420375326688,0.58,0.451350634752,0.74,0.872664009696,0.74,0.0614489020160649,0.77
21,0.379465423488,0.58,0.69463303488,0.74,1.07487463104,0.74,0.261715507091701,0.77
22,0.65286187056,0.58,0.698007518208,0.74,1.35100739808,0.74,0.294408279999734,0.77
23,0.908123063904,0.58,0.649984428288,0.74,1.55764780704,0.74,0.212085266296085,0.77
24,0.90715699872,0.58,0.788010342912,0.74,1.6943496624,0.74,0.165991864442571,0.77
25,0.945371050848,0.58,0.65833554816,0.74,1.60340878944,0.74,0.168635186922135,0.77
26,0.657394386912,0.58,0.680019612768,0.74,1.3383790272,0.74,0.265888894259792,0.77
27,-9999,-9999,-9999,-9999,-9999,-9999,0.116006929664986,0.77
28,0.506100900384,0.58,0.932151211488,0.74,1.43905318848,0.74,0.192749705516755,0.77
29,0.851935633632,0.58,0.769980930912,0.74,1.62209711808,0.74,0.0773983938925488,0.77
30,0.666462532608,0.58,0.886614364512,0.74,1.55372543712,0.74,0.157588034491589,0.77
31,0.728344662912,0.58,0.780378324192,0.74,1.50966622368,0.74,0.109130300083259,0.77
32,0.599778093312,0.58,1.10022476256,0.74,1.70028510048,0.74,0.162923300129895,0.77
33,1.50163470432,0.58,0.54520941888,0.74,2.0451838608,0.74,0.0203104592422479,0.77
34,0.908665762176,0.58,1.03487268384,0.74,1.94190516288,0.74,0.210474262510163,0.77
35,0.819799179552,0.58,0.95622812928,0.74,1.77475824576,0.74,0.302937814517421,0.77
36,0.451732495104,0.58,0.766482965568,0.74,1.21913068032,0.74,0.13591944243889,0.77
37,0.352327396896,0.58,1.18829130624,0.74,1.53996601248,0.74,0.278149279749689,0.77
38,0.615860847648,0.58,1.08357025536,0.74,1.6976701872,0.74,0.205420890686935,0.77
39,0.416338813728,0.58,1.21184627904,0.74,1.62645530688,0.74,0.483927441230673,0.77
40,0.516770161632,0.58,0.857630333664,0.74,1.37337943392,0.74,0.110175651229726,0.77
41,1.18176439968,0.58,0.539001075168,0.74,1.71854798688,0.74,0.309371470501615,0.77
42,0.5956710192,0.58,1.287222192,0.74,1.88098390944,0.74,0.190509423085157,0.77
43,0.716741504064,0.58,1.0522950624,0.74,1.76883318432,0.74,0.451317924660296,0.77
44,0.189142280928,0.58,1.174376232,0.74,1.365306408,0.74,0.297618609763262,0.77
45,0.545345352864,0.58,1.2024450432,0.74,1.74819404736,0.74,0.517083861557468,0.77
46,0.797773723488,0.58,1.13253761952,0.74,1.93020031296,0.74,0.888924973880418,0.77
47,0.903284436672,0.58,1.08292690368,0.74,1.98589173984,0.74,0.295856242622191,0.77
48,0.692882495712,0.58,1.35577027584,0.74,2.04806856672,0.74,1.58545856627233,0.77
49,1.09202721696,0.58,0.658215179136,0.74,1.75104762336,0.74,0.239755278605682,0.77
50,0.492943320864,0.58,1.4779967184,0.74,1.97059657248,0.74,0.92171453367653,0.77
51,1.34194859136,0.58,1.07323512192,0.74,2.41268294304,0.74,0.811610589108487,0.77
52,1.005289920864,0.58,1.21182552576,0.74,2.21602486176,0.74,0.78943597475158,0.77
53,0.578470700736,0.58,1.11387004416,0.74,1.69337425824,0.74,0.870869329858278,0.77
54,0.0861459313824,0.58,1.4124682368,0.74,1.499683896,0.74,0.586436728370693,0.77
55,0.328312738944,0.58,1.40409428832,0.74,1.73226590496,0.74,1.14520537363992,0.77
56,0.405352027296,0.58,0.908970835392,0.74,1.31583058848,0.74,0.777534601067433,0.77
57,0.54878935968,0.58,0.823792110624,0.74,1.373867136,0.74,0.392079533868222,0.77
58,0.704526123456,0.58,0.61064969904,0.74,1.31667109632,0.74,0.177083135289694,0.77
59,0.471806105184,0.58,1.01261997936,0.74,1.4853122496,0.74,0.321416101677191,0.77
60,0.341919626976,0.58,1.20437509824,0.74,1.5467419584,0.74,0.29701724431112,0.77
61,0.386517388032,0.58,1.12552301088,0.74,1.5125509296,0.74,0.294203628581632,0.77
62,0.443687486112,0.58,0.965237128128,0.74,1.40988445344,0.74,0.41998718094671,0.77
63,0.250740091296,0.58,1.12442308704,0.74,1.37645091936,0.74,0.495910251482471,0.77
64,0.147087834336,0.58,1.28237630112,0.74,1.43060660352,0.74,0.361446962880387,0.77
65,0.0532761601536,0.58,1.26950926752,0.74,1.32432905664,0.74,1.0846178802377,0.77
66,0.581593031712,0.58,0.360369292896,0.74,0.944439228576,0.74,0.601536453171981,0.77
67,0.522553063104,0.58,0.369617992128,0.74,0.894703993056,0.74,0.631914977879325,0.77
68,0.705622934304,0.58,0.33140394,0.74,1.03939689888,0.74,0.499033396831053,0.77
69,0.350189809056,0.58,0.854730062784,0.74,1.2069588816,0.74,1.11459089537521,0.77
70,0.428588437248,0.58,0.746278609824,0.74,1.17713641824,0.74,0.668511019838885,0.77
71,0.472041654912,0.58,1.54333842048,0.74,2.01490482528,0.74,0.436382119067646,0.77
72,1.30269376224,0.58,0.549316492992,0.74,1.85230287648,0.74,0.262570238738282,0.77
73,0.491450122368,0.58,0.579303944928,0.74,1.07370207072,0.74,0.486847321790018,0.77
74,0.49645996416,0.58,0.664118449632,0.74,1.16329398048,0.74,0.316399760323078,0.77
75,0.989566198272,0.58,1.22043813696,0.74,2.20917627936,0.74,0.378349109284585,0.77
76,0.418902881472,0.58,1.96141324608,0.74,2.37883434336,0.74,0.844456127109345,0.77
77,0.527530737312,0.58,1.78855917696,0.74,2.31503876064,0.74,0.793141260988355,0.77
78,0.166561674624,0.58,1.78962797088,0.74,1.95701355072,0.74,0.743039688542328,0.77
79,0.885161634912,0.58,1.37166728832,0.74,2.25658714752,0.74,0.251242492933831,0.77
80,0.507641831424,0.58,2.20118626656,0.74,2.70682955712,0.74,1.3373102697944,0.77
81,0.347266709568,0.58,2.1210889824,0.74,2.46788666784,0.74,2.41864199850762,0.77
82,0.251710307136,0.58,2.20377004992,0.74,2.45527905024,0.74,1.52519673494777,0.77
83,0.618178989024,0.58,1.6345283328,0.74,2.25332888256,0.74,0.968339429033274,0.77
84,0.720239469408,0.58,1.24340164128,0.74,1.96530448608,0.74,0.392825742897595,0.77
85,-9999,-9999,-9999,-9999,-9999,-9999,0.913302573902142,0.77
86,-9999,-9999,-9999,-9999,-9999,-9999,1.26583172128958,0.77
87,0.650742960672,0.58,1.39339597248,0.74,2.04510084768,0.74,0.316829882669629,0.77
88,0.914793168096,0.58,1.63326238272,0.74,2.54666611872,0.74,0.443193085901156,0.77
89,0.214073196192,0.58,2.67923807136,0.74,2.89013290272,0.74,1.38671952754514,0.77
90,1.23775674912,0.58,1.0702985328,0.74,2.31005797344,0.74,0.109820097774138,0.77
91,0.668859536448,0.58,1.1734942176,0.74,1.8450184752,0.74,0.211663890104778,0.77
92,-0.00205899516864,0.58,1.99154700864,0.74,1.9890462384,0.74,1.1182486637611,0.77
93,0.108276087744,0.58,1.862866296,0.74,1.96904007648,0.74,1.55228489953219,0.77
94,-0.292780010592,0.58,2.43715106016,0.74,2.1424648608,0.74,1.33820126929779,0.77
95,0.565622345088,0.58,2.0028471696,0.74,2.5654685904,0.74,0.749132120712498,0.77
96,-0.15335636256,0.58,2.44588819104,0.74,2.29184697024,0.74,1.84044426853555,0.77
97,0.177843157632,0.58,1.78367177952,0.74,1.96208772768,0.74,1.42569264050491,0.77
98,-0.00438707736576,0.58,2.31717634848,0.74,2.31169748256,0.74,1.54628746528706,0.77
99,0.31395561984,0.58,2.33934085152,0.74,2.65072306464,0.74,1.59599823240733,0.77
100,0.142661159712,0.58,2.3750053632,0.74,2.5157644848,0.74,2.57760730013215,0.77
101,0.217638609696,0.58,1.90860652512,0.74,2.12027960448,0.74,1.48292870851682,0.77
102,-0.426750734304,0.58,2.2630414176,0.74,1.81967872032,0.74,2.03529604152018,0.77
103,0.432310538016,0.58,1.4403295152,0.74,1.85287359168,0.74,0.803933966209912,0.77
104,0.170982123264,0.58,1.8313731936,0.74,1.98059965344,0.74,1.52558912262291,0.77
105,0.0593747190144,0.58,2.28013174368,0.74,2.310358896,0.74,1.75432355963727,0.77
106,0.311794165728,0.58,2.52132636384,0.74,2.79393107328,0.74,1.09285037782706,0.77
107,0.800797476384,0.58,2.29026972096,0.74,3.04490048832,0.74,0.669837166429928,0.77
108,0.160297297056,0.58,2.2267750608,0.74,2.35216637856,0.74,1.47119092071295,0.77
109,0.110871285408,0.58,2.44710225792,0.74,2.51765303328,0.74,1.7483176033025,0.77
110,0.237065755104,0.58,2.27930161248,0.74,2.46300964704,0.74,1.573564429972,0.77
111,0.485994085056,0.58,2.24611711776,0.74,2.68883646336,0.74,1.22947061418939,0.77
112,1.62901833696,0.58,0.82518673104,0.74,2.43478518624,0.74,0.19647551486138,0.77
113,0.7958104632,0.58,1.64159482464,0.74,2.4231529728,0.74,0.727910021831189,0.77
114,-0.271233955296,0.58,2.22045568704,0.74,1.9402760304,0.74,1.30958964274624,0.77
115,0.0289615135392,0.58,1.85385937248,0.74,1.8754739136,0.74,1.42479576546649,0.77
116,0.0177189429312,0.58,2.05838294688,0.74,2.10533724288,0.74,0.836578784459007,0.77
117,0.70346874384,0.58,1.8620361648,0.74,2.66828033952,0.74,0.547139080357895,0.77
118,-9999,-9999,-9999,-9999,-9999,-9999,0.626724534554282,0.77
119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
120,-9999,-9999,-9999,-9999,-9999,-9999,0.448992843019549,0.77
121,-9999,-9999,-9999,-9999,-9999,-9999,0.931970623069821,0.77
122,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
123,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
124,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
125,0.476186084928,0.58,2.68916851584,0.74,3.2947907328,0.74,0.979219269974727,0.77
126,1.15079012928,0.58,2.09174384448,0.74,3.33553979808,0.74,0.526824033595389,0.77
127,0.0684727494336,0.58,3.66244546464,0.74,3.79592018496,0.74,1.05119482985204,0.77
128,0.497441594304,0.58,3.6729154944,0.74,4.20000729984,0.74,1.18682262885627,0.77
129,-0.215354711232,0.58,4.24833131232,0.74,4.0318953552,0.74,3.06142784679631,0.77
130,0.246041548704,0.58,3.2906400768,0.74,3.53605798944,0.74,0.874775427086594,0.77
131,-0.443493442944,0.58,4.24614184128,0.74,3.80033025696,0.74,2.24406845596433,0.77
132,0.86387603328,0.58,2.51220529728,0.74,3.37582191456,0.74,0.400580440186472,0.77
133,-0.154128384576,0.58,4.33412537184,0.74,4.17461566176,0.74,2.19266785943049,0.77
134,-0.576262551744,0.58,4.2532290864,0.74,3.67419182112,0.74,1.66660463627692,0.77
135,-0.546956845056,0.58,3.72574296864,0.74,3.17778374016,0.74,2.37288075632023,0.77
136,-0.65360898864,0.58,4.17778053696,0.74,3.52138542048,0.74,2.42866961664527,0.77
137,-0.087692465808,0.58,3.81584333376,0.74,3.7245911616,0.74,2.10235901143796,0.77
138,-0.647612328384,0.58,4.54518622944,0.74,3.8934190944,0.74,1.81543449843183,0.77
139,-9999,-9999,-9999,-9999,-9999,-9999,1.89842954505141,0.77
140,0.0674591592384,0.58,3.9927235392,0.74,4.05556447104,0.74,1.29062032401425,0.77
141,0.645075239904,0.58,3.02749886304,0.74,3.6703732176,0.74,0.557630011753213,0.77
142,-0.554712345792,0.58,4.31049776256,0.74,3.75329294784,0.74,2.06651083958164,0.77
143,-1.18974403584,0.58,4.74423093792,0.74,3.55309643232,0.74,2.27702219109961,0.77
144,-1.1944031472,0.58,5.0576781024,0.74,3.8604732624,0.74,2.3064222733039,0.77
145,-0.90323981712,0.58,4.92230445696,0.74,4.01541725088,0.74,1.78293547307254,0.77
146,-0.661812760224,0.58,4.84413722784,0.74,4.17817484928,0.74,1.6137620910498,0.77
147,-1.15706799648,0.58,5.46360188256,0.74,4.3019474112,0.74,2.29438493174055,0.77
148,-1.38357967104,0.58,4.98412847808,0.74,3.59952151968,0.74,2.2186688344055,0.77
149,-1.030531097664,0.58,5.59872648864,0.74,4.56180960672,0.74,2.46383190658473,0.77
150,-1.014972363648,0.58,6.00953766624,0.74,4.98615192288,0.74,2.78132375611274,0.77
151,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152,-0.725941433088,0.58,4.7570668416,0.74,4.02902102592,0.74,1.08109693088643,0.77
153,-1.21808263968,0.58,5.63595787296,0.74,4.41381796704,0.74,2.45414998626071,0.77
154,-0.908831788416,0.58,5.7549883104,0.74,4.83967527264,0.74,2.91200285932802,0.77
155,-1.30184287776,0.58,5.97888507168,0.74,4.6722378096,0.74,2.46097894919294,0.77
156,-1.30000621248,0.58,5.4483585984,0.74,4.1473873584,0.74,1.90704213640204,0.77
157,-1.23415605504,0.58,5.10477767136,0.74,3.87158664384,0.74,1.74078634036868,0.77
158,-1.08065441952,0.58,4.85598735072,0.74,3.7774601424,0.74,1.32673214770991,0.77
159,-1.22741123904,0.58,5.0029413264,0.74,3.77857044288,0.74,1.55801095051856,0.77
160,-1.5348088224,0.58,5.96493886752,0.74,4.43080452672,0.74,2.60129274744145,0.77
161,-9999,-9999,-9999,-9999,-9999,-9999,2.42423331552129,0.77
162,-9999,-9999,-9999,-9999,-9999,-9999,2.39151834591369,0.77
163,0.01019689584192,0.58,5.97790966752,0.74,5.98323288384,0.74,2.12522972793095,0.77
164,-0.865888063776,0.58,7.31341436544,0.74,6.44054178528,0.74,3.47296997622896,0.77
165,-0.887526471168,0.58,7.39005622848,0.74,6.49596341952,0.74,3.81694179900266,0.77
166,-0.792496164384,0.58,7.42302281376,0.74,6.62407341696,0.74,4.23707546237772,0.77
167,-0.2462117256,0.58,7.24755383136,0.74,6.9936478272,0.74,3.50342838793613,0.77
168,0.473748612192,0.58,6.1898732928,0.74,6.65882478432,0.74,1.5518282678106,0.77
169,-0.0713935660608,0.58,6.75389556,0.74,6.67810458144,0.74,3.17470951804133,0.77
170,-0.944572049568,0.58,7.6274011152,0.74,6.6793394016,0.74,3.95398279431833,0.77
171,-0.937989109152,0.58,7.45231606848,0.74,6.5125349136,0.74,1.67726323594822,0.77
172,-1.1072393712,0.58,7.6337827488,0.74,6.52527742752,0.74,3.29079057838063,0.77
173,-1.76955954912,0.58,8.2318922784,0.74,6.46147146816,0.74,3.49731762719185,0.77
174,0.734217841152,0.58,5.75998985088,0.74,6.49371168864,0.74,2.04752685746356,0.77
175,-1.67151067776,0.58,9.6740377056,0.74,7.99497283392,0.74,3.74423852457305,0.77
176,0.983462658624,0.58,5.95621211328,0.74,6.93715739904,0.74,2.1890324628822,0.77
177,-2.30685159168,0.58,7.99025146272,0.74,5.68539218592,0.74,3.66364091382727,0.77
178,1.750539168,0.58,4.16167599168,0.74,5.91204913344,0.74,0.513397737668624,0.77
179,-0.0212112011232,0.58,5.82992840448,0.74,5.80799218752,0.74,1.41998909269386,0.77
180,-2.2404203424,0.58,7.60774775904,0.74,5.36723402688,0.74,3.53069215752041,0.77
181,1.68626625984,0.58,3.80626569504,0.74,5.49107922528,0.74,0.559741115825125,0.77
182,-2.80391340096,0.58,8.21742724224,0.74,5.41189508544,0.74,2.96682380269451,0.77
183,-3.6534592944,0.58,8.6046211872,0.74,4.95115151616,0.74,3.32214300705113,0.77
184,-3.30965008128,0.58,8.2909872432,0.74,4.98102586272,0.74,2.94715085244576,0.77
185,-0.834663716352,0.58,5.9754919104,0.74,5.1404318064,0.74,0.980482748370357,0.77
186,-2.81927082816,0.58,8.00384486112,0.74,5.1842731104,0.74,3.37611143311949,0.77
187,-1.21698271584,0.58,6.85343866752,0.74,5.63490983232,0.74,2.13604449842451,0.77
188,-0.3294064368,0.58,7.47707473152,0.74,7.14033201024,0.74,2.25823612379322,0.77
189,0.11982943872,0.58,7.67349415008,0.74,7.78563449856,0.74,2.20060828381869,0.77
190,-2.31806873952,0.58,8.96637161088,0.74,6.64974522432,0.74,4.4357801042451,0.77
191,-1.10463483456,0.58,7.12281624192,0.74,6.02508187296,0.74,2.3169821827286,0.77
192,-3.04449579936,0.58,8.909901936,0.74,5.8756686336,0.74,3.40390051681497,0.77
193,-2.44590894432,0.58,7.95512653632,0.74,5.5223959248,0.74,2.48028906746659,0.77
194,-3.13389055296,0.58,8.4173747184,0.74,5.29563521088,0.74,2.50242343511845,0.77
195,0.287301144672,0.58,5.30074051776,0.74,5.59738790208,0.74,1.13999233291794,0.77
196,-3.0514585248,0.58,8.8867620288,0.74,5.83620627168,0.74,3.13002582383969,0.77
197,-2.31273514656,0.58,7.82714105856,0.74,5.51561997888,0.74,2.27529737922848,0.77
198,-3.33661896864,0.58,8.63660199168,0.74,5.30102068704,0.74,2.5245490531469,0.77
199,-2.73105901152,0.58,8.02808469216,0.74,5.2969634208,0.74,1.90084844810782,0.77
200,-2.17112514048,0.58,7.95801124224,0.74,5.78540224224,0.74,2.22557481463721,0.77
201,-2.90090385504,0.58,8.53192244736,0.74,5.63525226144,0.74,2.64598527724778,0.77
202,-2.43943392096,0.58,8.44365874752,0.74,6.0124327488,0.74,3.04917892031993,0.77
203,0.063992220048,0.58,5.834006424,0.74,5.9117793408,0.74,1.08042591709899,0.77
204,-0.532815560064,0.58,6.35583727296,0.74,5.83625815488,0.74,1.24463669037491,0.77
205,-2.12219928288,0.58,7.60631578272,0.74,5.47032594528,0.74,1.75740858641428,0.77
206,-2.49831097632,0.58,8.26160059872,0.74,5.7470501808,0.74,2.2660633229382,0.77
207,-1.4507061552,0.58,7.7688347184,0.74,6.29734415328,0.74,2.06558484141826,0.77
208,0.08018289144,0.58,6.09319413792,0.74,6.15285981792,0.74,0.653348113378097,0.77
209,-3.00270907008,0.58,9.39089032992,0.74,6.35616932544,0.74,3.29645220416154,0.77
210,-1.85351694336,0.58,7.77627476928,0.74,5.90520055104,0.74,2.96829218036979,0.77
211,-1.09076126688,0.58,6.68336553792,0.74,5.58742632768,0.74,1.14182488008874,0.77
212,0.241611761088,0.58,5.45358842496,0.74,5.69313315936,0.74,0.444903214663486,0.77
213,0.277733882592,0.58,5.41464489504,0.74,5.6903937264,0.74,0.497640758727455,0.77
214,1.5263518608,0.58,3.93613972128,0.74,5.46155768448,0.74,0.254526477909546,0.77
215,-1.34660770272,0.58,7.42783757472,0.74,6.07721411232,0.74,1.81185499695505,0.77
216,-1.56696602976,0.58,7.02391648608,0.74,5.4562448448,0.74,1.85338611298318,0.77
217,-0.599644234656,0.58,5.47612648704,0.74,4.87938667392,0.74,0.730206335769609,0.77
218,-1.93580369856,0.58,7.16955262848,0.74,5.23648836288,0.74,1.52425481780701,0.77
219,-3.52832739264,0.58,8.82357866784,0.74,5.2989349824,0.74,2.58091270605129,0.77
220,-3.288876048,0.58,8.41646157408,0.74,5.13299175552,0.74,3.13875439704671,0.77
221,-1.62983809152,0.58,7.20321444864,0.74,5.57866844352,0.74,1.44266324981245,0.77
222,-0.5204403792,0.58,8.24499797472,0.74,7.72295959296,0.74,1.56636657701489,0.77
223,-1.74466598976,0.58,8.6691120048,0.74,6.9253176528,0.74,4.05873290045323,0.77
224,-0.28975210704,0.58,6.519383496,0.74,6.23353819392,0.74,1.52523639817692,0.77
225,-1.7478412416,0.58,7.62414285024,0.74,5.87996456256,0.74,2.05419666888944,0.77
226,-9999,-9999,-9999,-9999,-9999,-9999,2.21296795557697,0.77
