"doy","NEE_gCm2day","NEE_unc_gCm2day","Evap_kgH2Om2day","Evap_unc_kgH2Om2day","soil_water_m3m3","soil_water_unc_m3m3"
18,-9999,-9999,-8.40423231118527e-06,0.77,0.93507,0.093507
19,-9999,-9999,-0.000101052033571345,0.77,0.93513,0.093513
20,-9999,-9999,-0.000156406184657798,0.77,0.93429,0.093429
21,-9999,-9999,-5.03807474047747e-05,0.77,0.93507,0.093507
22,-9999,-9999,-0.000462058046321509,0.77,0.93513,0.093513
23,-9999,-9999,0.000310378792614349,0.77,0.93429,0.093429
24,-9999,-9999,-0.000275211983806216,0.77,0.93018,0.093018
25,-9999,-9999,-0.000166376558228737,0.77,0.92543,0.092543
26,-9999,-9999,0.000116531493190379,0.77,0.92173,0.092173
27,-9999,-9999,-0.000157592439631797,0.77,0.92142,0.092142
28,-9999,-9999,-0.000457680784634293,0.77,0.92182,0.092182
29,-9999,-9999,-0.000369486784351594,0.77,0.92173,0.092173
30,-9999,-9999,-0.000315370280806995,0.77,0.92142,0.092142
31,-9999,-9999,0.000111336121100124,0.77,0.92182,0.092182
32,-9999,-9999,-6.36686382836286e-05,0.77,0.92198,0.092198
33,-9999,-9999,-0.00114375926047301,0.77,0.92198,0.092198
34,-9999,-9999,0.0264071772371063,0.77,0.92197,0.092197
35,0.2371840488,0.58,0.155358897460736,0.77,0.9215,0.09215
36,-9999,-9999,0.189069335518343,0.77,0.92106,0.092106
37,-9999,-9999,0.165511115290305,0.77,0.92219,0.092219
38,-9999,-9999,0.0950221751195681,0.77,0.92381,0.092381
39,-9999,-9999,0.0872023524523503,0.77,0.92454,0.092454
40,0.189381981312,0.58,0.0681426865652045,0.77,0.925,0.0925
41,0.0798786483552,0.58,0.0710916641536173,0.77,0.925,0.0925
42,0.240311568096,0.58,0.0406810928314969,0.77,0.925,0.0925
43,0.0739531718496,0.58,0.136601671533061,0.77,0.925,0.0925
44,0.140394901536,0.58,0.15785999891957,0.77,0.925,0.0925
45,0.233973516384,0.58,0.0656224561269594,0.77,0.92448,0.092448
46,0.247772372256,0.58,0.0297616047754521,0.77,0.924,0.0924
47,0.244440433152,0.58,0.029601851611573,0.77,0.92344,0.092344
48,0.20945766672,0.58,0.0466457493563787,0.77,0.9225,0.09225
49,0.406754949024,0.58,0.0424073465540051,0.77,0.92167,0.092167
50,0.231501800736,0.58,0.218273430210575,0.77,0.921,0.0921
51,0.30558167136,0.58,0.302154677849725,0.77,0.92054,0.092054
52,-9999,-9999,0.155191549199168,0.77,0.91904,0.091904
53,-0.133880446944,0.58,0.273501422412837,0.77,0.918,0.0918
54,-9999,-9999,0.100536355057068,0.77,0.91769,0.091769
55,0.0624654012384,0.58,0.183907834846878,0.77,0.917,0.0917
56,-0.210447598176,0.58,0.346212977172701,0.77,0.91723,0.091723
57,-0.0989455168224,0.58,0.343663086772381,0.77,0.91794,0.091794
58,-9999,-9999,0.359764168773391,0.77,0.91858,0.091858
59,0.0159588572544,0.58,0.425869084066237,0.77,0.91971,0.091971
60,-9999,-9999,0.306424335423984,0.77,0.92071,0.092071
61,0.213083264736,0.58,0.257604580383048,0.77,0.921,0.0921
62,-0.00702063746784,0.58,0.34279158960704,0.77,0.921,0.0921
63,-0.0330700403808,0.58,0.390813754587691,0.77,0.921,0.0921
64,0.210452786496,0.58,0.246085462800779,0.77,0.921,0.0921
65,0.35857517184,0.58,0.13844682205321,0.77,0.921,0.0921
66,0.32453979264,0.58,0.100828846006857,0.77,0.921,0.0921
67,0.0903190009248,0.58,0.362489880075193,0.77,0.921,0.0921
68,-0.114773939712,0.58,0.496978591957638,0.77,0.92094,0.092094
69,-0.158973237792,0.58,0.355976140304697,0.77,0.921,0.0921
70,-0.172502301024,0.58,0.494349509219004,0.77,0.921,0.0921
71,-0.0627531454656,0.58,0.564326324495895,0.77,0.92154,0.092154
72,-0.0757542452544,0.58,0.336031574128528,0.77,0.922,0.0922
73,-0.0708929969472,0.58,0.442759138342242,0.77,0.92202,0.092202
74,-0.109139424192,0.58,0.382063177053377,0.77,0.92285,0.092285
75,0.0291465290304,0.58,0.404985025208241,0.77,0.92304,0.092304
76,0.182656880928,0.58,0.226932878571929,0.77,0.923,0.0923
77,-0.0492596741088,0.58,0.449681847672438,0.77,0.923,0.0923
78,0.042968628576,0.58,0.512276059175152,0.77,0.92323,0.092323
79,-0.0641497374432,0.58,0.539659413200228,0.77,0.92333,0.092333
80,0.45940498272,0.58,0.196490167243477,0.77,0.92271,0.092271
81,0.498814423776,0.58,-0.0938900951225965,0.77,0.92123,0.092123
82,-0.106882504992,0.58,0.333191485179295,0.77,0.921,0.0921
83,-0.21869806464,0.58,0.696691773033496,0.77,0.921,0.0921
84,-0.077069380608,0.58,0.54547032231377,0.77,0.921,0.0921
85,-0.0377052854688,0.58,0.209429029862326,0.77,0.92085,0.092085
86,0.149867736192,0.58,0.43796840448624,0.77,0.92006,0.092006
87,-0.147760240608,0.58,0.686322371854316,0.77,0.92,0.092
88,0.276603866496,0.58,0.0972495161789161,0.77,0.92,0.092
89,-0.355019097312,0.58,0.816975485065925,0.77,0.92,0.092
90,-0.0513618776064,0.58,0.681709513623657,0.77,0.91952,0.091952
91,-0.270092524896,0.58,0.793379142713217,0.77,0.919,0.0919
92,-0.146702860992,0.58,0.757970864181348,0.77,0.919,0.0919
93,-0.0855892246464,0.58,0.5312533566275,0.77,0.91898,0.091898
94,0.0593228358144,0.58,0.272102176281176,0.77,0.9184,0.09184
95,-0.0794727141984,0.58,0.56213326529961,0.77,0.918,0.0918
96,-0.104221934496,0.58,0.905074431710176,0.77,0.91792,0.091792
97,-0.0874980075744,0.58,0.839553737252082,0.77,0.91754,0.091754
98,-0.123240240288,0.58,0.804301111906181,0.77,0.91725,0.091725
99,0.0249378676128,0.58,0.831770695095932,0.77,0.91704,0.091704
100,0.111775090752,0.58,0.8652260353302,0.77,0.91702,0.091702
101,0.163095876864,0.58,0.968425122801061,0.77,0.91662,0.091662
102,-0.0470806834752,0.58,0.585309186141661,0.77,0.91608,0.091608
103,-0.0268517350944,0.58,0.874636833888005,0.77,0.91602,0.091602
104,-0.0331436107584,0.58,1.03191736973643,0.77,0.91606,0.091606
105,0.0285019321536,0.58,0.707011350798488,0.77,0.91621,0.091621
106,0.31292833248,0.58,0.685237103121514,0.77,0.91675,0.091675
107,0.0479759799744,0.58,0.821248148932785,0.77,0.91765,0.091765
108,0.691339489344,0.58,0.113724058923531,0.77,0.91717,0.091717
109,0.854740439424,0.58,0.132217786415728,0.77,0.91435,0.091435
110,0.444643174656,0.58,0.315658451058042,0.77,0.914,0.0914
111,-0.564138485568,0.58,1.31458250667392,0.77,0.91448,0.091448
112,0.347001067584,0.58,0.224319692572983,0.77,0.91467,0.091467
113,0.118260490752,0.58,0.433787045085438,0.77,0.914,0.0914
114,-0.0863137216512,0.58,0.550652857743348,0.77,0.91406,0.091406
115,0.537737200416,0.58,0.394895745008677,0.77,0.91244,0.091244
116,-0.49551568992,0.58,1.39890677101583,0.77,0.91108,0.091108
117,-0.20544709536,0.58,0.706639702588767,0.77,0.91027,0.091027
118,-0.473219403552,0.58,0.954117790499497,0.77,0.90998,0.090998
119,-0.190415494656,0.58,1.02864821269003,0.77,0.90956,0.090956
120,-0.0365888627712,0.58,1.42619688574929,0.77,0.90942,0.090942
121,-0.620358083424,0.58,0.510626594729439,0.77,0.909,0.0909
122,-0.589293536256,0.58,1.09948674902075,0.77,0.90906,0.090906
123,-0.384007278816,0.58,0.842170001357808,0.77,0.90977,0.090977
124,-0.157888878912,0.58,0.752301924780922,0.77,0.91004,0.091004
125,0.011403408528,0.58,0.997585675719234,0.77,0.91098,0.091098
126,0.229966058016,0.58,1.21182240482286,0.77,0.91137,0.091137
127,-0.126363608928,0.58,0.965895304904855,0.77,0.91133,0.091133
128,-0.0480984243264,0.58,0.825191227997798,0.77,0.91112,0.091112
129,-0.160924046112,0.58,1.30410521369523,0.77,0.9111,0.09111
130,-0.1926942048,0.58,1.13062794471671,0.77,0.91058,0.091058
131,-0.164513325888,0.58,1.1432410173745,0.77,0.9104,0.09104
132,-0.459003406752,0.58,0.555177308736743,0.77,0.90956,0.090956
133,-0.147650248224,0.58,1.33632540397012,0.77,0.90892,0.090892
134,-9999,-9999,1.17203429315078,0.77,0.9085,0.09085
135,-0.0369170758944,0.58,1.33341671323193,0.77,0.90823,0.090823
136,-0.131543627616,0.58,1.3244620674914,0.77,0.90767,0.090767
137,-0.0170250570144,0.58,1.38521574128916,0.77,0.90748,0.090748
138,-0.110249724672,0.58,1.43185330784448,0.77,0.90706,0.090706
139,-0.1384762608,0.58,0.81720643207627,0.77,0.90542,0.090542
140,0.231540194304,0.58,0.68287708424624,0.77,0.90269,0.090269
141,0.0209969235072,0.58,1.78281101818859,0.77,0.90208,0.090208
142,-0.26568867888,0.58,1.57289891626107,0.77,0.90017,0.090017
143,0.869656859424,0.58,0.27361313216515,0.77,0.89992,0.089992
144,1.29598007616,0.58,0.237159662905341,0.77,0.9031,0.09031
145,-0.739674916128,0.58,1.51222844573313,0.77,0.90377,0.090377
146,0.560798245152,0.58,0.281405591456529,0.77,0.90433,0.090433
147,0.435157888032,0.58,0.558274301637647,0.77,0.90483,0.090483
148,-0.415551226752,0.58,1.07444026940761,0.77,0.90413,0.090413
149,1.34843399136,0.58,0.117767089423181,0.77,0.9029,0.09029
150,-0.522434769408,0.58,1.30844054970509,0.77,0.90137,0.090137
151,-0.906842586528,0.58,1.017782868243,0.77,0.90146,0.090146
152,-0.766478814912,0.58,1.69819933581466,0.77,0.9021,0.09021
153,-1.25886283488,0.58,1.18786360202375,0.77,0.90333,0.090333
154,-1.21092275808,0.58,1.06066737580317,0.77,0.90385,0.090385
155,-1.15827168672,0.58,1.0438094270466,0.77,0.90406,0.090406
156,-0.525523895136,0.58,1.11209105794246,0.77,0.90406,0.090406
157,-0.912093166368,0.58,1.1041616708896,0.77,0.904,0.0904
158,-1.06437347136,0.58,1.0752965078387,0.77,0.90423,0.090423
159,-0.404508406464,0.58,0.495765878934672,0.77,0.90492,0.090492
160,0.20767288464,0.58,0.205206283316846,0.77,0.90504,0.090504
161,-0.895356683712,0.58,1.37357725469809,0.77,0.9049,0.09049
162,-1.013800840992,0.58,0.985820258271115,0.77,0.90375,0.090375
163,1.26335592,0.58,0.0719644814766916,0.77,0.90196,0.090196
164,-0.69457596336,0.58,1.2797847287437,0.77,0.9,0.09
165,0.34208150256,0.58,0.419574899379344,0.77,0.89956,0.089956
166,-0.848877637824,0.58,0.576097980901328,0.77,0.89933,0.089933
167,-1.65073664448,0.58,1.58078328114774,0.77,0.9,0.09
168,-0.886179583296,0.58,1.13482138119429,0.77,0.89935,0.089935
169,-1.30852543392,0.58,1.70246711454724,0.77,0.89906,0.089906
170,-0.889832160576,0.58,1.80458694081141,0.77,0.89856,0.089856
171,-0.752766085152,0.58,1.95213090570398,0.77,0.89752,0.089752
172,-0.668638514016,0.58,1.83395128250925,0.77,0.89608,0.089608
173,-0.695134226592,0.58,1.0032019155391,0.77,0.89519,0.089519
174,-0.874754902656,0.58,0.817293329134775,0.77,0.89575,0.089575
175,-0.239068446624,0.58,0.443401630588712,0.77,0.8959,0.08959
176,-0.750909704256,0.58,0.65153083337892,0.77,0.89502,0.089502
177,-0.913531368672,0.58,0.997042024660368,0.77,0.89398,0.089398
178,0.241178017536,0.58,0.259575683940622,0.77,0.894,0.0894
179,0.27119867472,0.58,0.252037276146852,0.77,0.894,0.0894
180,-1.6189633728,0.58,0.918578158464263,0.77,0.894,0.0894
181,-0.69382365696,0.58,0.565303431661594,0.77,0.89344,0.089344
182,-1.91444857344,0.58,1.03585302718957,0.77,0.893,0.0893
183,-1.4574509712,0.58,1.37773046788933,0.77,0.893,0.0893
184,-1.71880740288,0.58,0.987325498832467,0.77,0.89375,0.089375
185,-0.132356118528,0.58,0.263642557798432,0.77,0.894,0.0894
186,-0.95665875984,0.58,0.460584143827636,0.77,0.8936,0.08936
187,-1.37076452064,0.58,0.630180421001554,0.77,0.89329,0.089329
188,-1.5981582096,0.58,1.30131168204605,0.77,0.89333,0.089333
189,-0.522371471904,0.58,0.614729789995318,0.77,0.89321,0.089321
190,-1.4376315888,0.58,0.712050650631398,0.77,0.89298,0.089298
191,-0.805643367264,0.58,2.16654190109868,0.77,0.8924,0.08924
192,-1.035083329632,0.58,2.44998232313968,0.77,0.8911,0.08911
193,-0.603044659584,0.58,2.62387766988948,0.77,0.88992,0.088992
194,-1.05866631936,0.58,2.07439120965353,0.77,0.88835,0.088835
195,-0.455452520544,0.58,0.909952433196261,0.77,0.88794,0.088794
196,-0.651262830336,0.58,0.676595981376448,0.77,0.88852,0.088852
197,-9999,-9999,0.98855482339953,0.77,0.88888,0.088888
198,-0.373187556288,0.58,0.389326806817066,0.77,0.889,0.0889
199,-1.22780555136,0.58,0.655858837326592,0.77,0.889,0.0889
200,-0.669390820416,0.58,0.693240878022605,0.77,0.889,0.0889
201,-0.451445062176,0.58,0.473807260459496,0.77,0.88815,0.088815
202,0.0439810773408,0.58,0.248492253202437,0.77,0.88656,0.088656
203,-0.968435208576,0.58,0.51707944718696,0.77,0.88708,0.088708
204,-1.2216418272,0.58,0.512643284604269,0.77,0.888,0.0888
205,-1.91971990656,0.58,1.43795352316839,0.77,0.8889,0.08889
206,-0.812026038528,0.58,0.525527698932165,0.77,0.889,0.0889
207,-1.1063054736,0.58,0.93051574499424,0.77,0.889,0.0889
208,-0.725396659488,0.58,0.587118154161895,0.77,0.88948,0.088948
209,-0.86272941456,0.58,0.682093638715518,0.77,0.88967,0.088967
210,-0.531100301472,0.58,0.470132588981217,0.77,0.889,0.0889
211,-0.0773565022368,0.58,0.226922226195654,0.77,0.889,0.0889
212,-0.858422071296,0.58,1.05401890174109,0.77,0.88854,0.088854
213,-1.26233900928,0.58,0.738078035831853,0.77,0.88867,0.088867
214,-0.946763595936,0.58,0.618956016496085,0.77,0.88863,0.088863
215,-0.63334341072,0.58,1.0988083786914,0.77,0.888,0.0888
216,-0.786495353472,0.58,1.15189700532587,0.77,0.888,0.0888
217,-1.5308656992,0.58,1.02300887481078,0.77,0.88829,0.088829
218,-1.49609357856,0.58,0.529500724831924,0.77,0.889,0.0889
219,-0.993321504288,0.58,0.721356417301101,0.77,0.889,0.0889
220,-1.04649452064,0.58,0.835740219030907,0.77,0.889,0.0889
221,-0.8440618392,0.58,0.998008958126581,0.77,0.88913,0.088913
222,-0.396707248512,0.58,0.571089975785463,0.77,0.8899,0.08899
223,-0.958517216064,0.58,0.991991196644961,0.77,0.88944,0.088944
224,-0.824993725536,0.58,1.9686628243119,0.77,0.88852,0.088852
225,-0.76834349712,0.58,1.2234837994862,0.77,0.88754,0.088754
226,-0.311545126368,0.58,0.810888676312346,0.77,0.88712,0.088712
227,-0.427196929824,0.58,1.2358274305158,0.77,0.8869,0.08869
228,-0.2603758392,0.58,0.688968690639537,0.77,0.88662,0.088662
229,-1.13835891456,0.58,1.20625516897991,0.77,0.88456,0.088456
230,0.02126432952,0.58,0.321379226317036,0.77,0.88204,0.088204
231,-0.0429827408064,0.58,0.326795196660267,0.77,0.88204,0.088204
232,0.0336778001856,0.58,0.28812539025728,0.77,0.8821,0.08821
233,-0.76264153344,0.58,1.26807380167974,0.77,0.88158,0.088158
234,-0.0750440680128,0.58,0.896910898916761,0.77,0.8795,0.08795
235,0.133534904832,0.58,0.311847344886656,0.77,0.8814,0.08814
236,-0.654313562496,0.58,1.04262015751883,0.77,0.88558,0.088558
237,-0.114289350624,0.58,0.768148352566016,0.77,0.88452,0.088452
238,-0.727486514784,0.58,0.889879678514874,0.77,0.88302,0.088302
239,-0.773078357952,0.58,0.593458914466983,0.77,0.88623,0.088623
240,0.525036193056,0.58,0.23071611895408,0.77,0.88796,0.088796
241,-1.38270803328,0.58,0.800849010182914,0.77,0.8889,0.08889
242,1.45120423392,0.58,0.826383368403723,0.77,0.88981,0.088981
243,-1.13020287552,0.58,0.636690873486326,0.77,0.89079,0.089079
244,0.0123023368512,0.58,0.580858383174852,0.77,0.89167,0.089167
245,-0.556490901888,0.58,0.75359295995881,0.77,0.892,0.0892
246,0.87974710416,0.58,0.555253434628782,0.77,0.89204,0.089204
247,1.27154308896,0.58,1.0847619777967,0.77,0.892,0.0892
248,-0.177806839392,0.58,0.702454052701048,0.77,0.89288,0.089288
249,0.35438300928,0.58,0.50104365662811,0.77,0.89375,0.089375
250,0.037013993712,0.58,0.959905936301338,0.77,0.894,0.0894
251,-0.805781376576,0.58,0.879591977256819,0.77,0.89471,0.089471
252,0.0486277367328,0.58,0.718807427373568,0.77,0.895,0.0895
253,-0.40766186736,0.58,1.47005492261323,0.77,0.89521,0.089521
254,-5.0119690032,0.58,0.907638201423629,0.77,0.89535,0.089535
255,-2.61471612384,0.58,1.73477441232618,0.77,0.89535,0.089535
256,-4.24796812992,0.58,0.785928945161575,0.77,0.89506,0.089506
257,-1.41669152928,0.58,0.636546700071028,0.77,0.89606,0.089606
258,-0.918072186336,0.58,0.673032411049727,0.77,0.89675,0.089675
259,-0.787149081792,0.58,0.536635164691226,0.77,0.89725,0.089725
260,-2.49907884768,0.58,0.513493501852833,0.77,0.897,0.0897
261,0.585778968288,0.58,0.281325876049453,0.77,0.897,0.0897
262,-0.330591449088,0.58,0.296026137560393,0.77,0.897,0.0897
263,-0.108345611232,0.58,0.319900879655242,0.77,0.897,0.0897
264,-1.0284806736,0.58,0.717133306737262,0.77,0.89792,0.089792
265,-0.364191009408,0.58,0.737649860744228,0.77,0.89963,0.089963
266,-0.328871002176,0.58,0.620154668088884,0.77,0.90119,0.090119
267,-0.681871843008,0.58,0.53292157993278,0.77,0.90248,0.090248
268,-0.6231431736,0.58,0.451381749689808,0.77,0.90302,0.090302
269,-0.54380338416,0.58,0.599235262800619,0.77,0.9039,0.09039
270,-0.0776339735904,0.58,0.58000141819453,0.77,0.90394,0.090394
271,-0.257711118048,0.58,0.653910027353586,0.77,0.904,0.0904
272,-0.0658692504576,0.58,0.262802198626846,0.77,0.90419,0.090419
273,0.680293556064,0.58,0.120307893348695,0.77,0.90383,0.090383
274,0.187649082432,0.58,0.198715724870215,0.77,0.903,0.0903
275,1.59074928864,0.58,-0.049730331286473,0.77,0.90196,0.090196
276,0.807216465888,0.58,0.909277670000948,0.77,0.90017,0.090017
277,-0.239476248576,0.58,0.532416246418557,0.77,0.90054,0.090054
278,-0.35346467664,0.58,0.376851366196833,0.77,0.90144,0.090144
279,-0.177011988768,0.58,0.580173855845563,0.77,0.902,0.0902
280,0.17729527104,0.58,0.126952147165569,0.77,0.902,0.0902
281,-0.157443721056,0.58,0.445467263307389,0.77,0.902,0.0902
282,-0.0428166108,0.58,0.245239394571242,0.77,0.90273,0.090273
283,0.340292569824,0.58,0.247487625957523,0.77,0.903,0.0903
284,0.184099233888,0.58,0.249977667408174,0.77,0.90369,0.090369
285,0.4026655152,0.58,0.12657270242574,0.77,0.904,0.0904
286,0.582836153184,0.58,0.0582105993206961,0.77,0.90465,0.090465
287,0.604595967264,0.58,0.0924457758694564,0.77,0.905,0.0905
288,0.509510664288,0.58,0.0468201159398089,0.77,0.905,0.0905
289,0.593803224,0.58,0.122908621379724,0.77,0.905,0.0905
290,0.144138793248,0.58,0.17207714366986,0.77,0.90521,0.090521
291,0.794081714976,0.58,0.0199481997872515,0.77,0.90571,0.090571
292,0.652429164672,0.58,0.262546501992241,0.77,0.90385,0.090385
293,0.500499590112,0.58,0.115202335209219,0.77,0.903,0.0903
294,-0.0116758990944,0.58,0.172564316250059,0.77,0.903,0.0903
295,0.250219183968,0.58,0.279542041134648,0.77,0.90365,0.090365
296,0.161197989408,0.58,0.29860149474331,0.77,0.90385,0.090385
297,0.216470200032,0.58,0.122421388600481,0.77,0.90471,0.090471
298,-0.061029170496,0.58,0.159985066879655,0.77,0.90567,0.090567
299,0.928109510208,0.58,0.0336235152600509,0.77,0.9064,0.09064
300,1.05062442336,0.58,0.0386977018075363,0.77,0.907,0.0907
301,0.207659395008,0.58,0.130030163139983,0.77,0.907,0.0907
302,0.141281066592,0.58,0.112612514067994,0.77,0.907,0.0907
303,0.868225920768,0.58,0.0401932674359752,0.77,0.90769,0.090769
304,0.513691412544,0.58,0.284041306473235,0.77,0.908,0.0908
305,0.161529004224,0.58,0.289207333306287,0.77,0.908,0.0908
306,0.126197582688,0.58,0.209554042001279,0.77,0.908,0.0908
307,1.07306909568,0.58,0.0092908713114217,0.77,0.90806,0.090806
308,0.84171153024,0.58,0.033165961015112,0.77,0.90783,0.090783
309,0.94662973728,0.58,0.02467142301687,0.77,0.907,0.0907
310,0.667889320608,0.58,0.155464490623071,0.77,0.90612,0.090612
311,1.28681750304,0.58,0.0373015531328318,0.77,0.906,0.0906
312,0.665556651936,0.58,0.0835802513119507,0.77,0.906,0.0906
313,0.39884691168,0.58,0.0568528588744205,0.77,0.90654,0.090654
314,0.207540063648,0.58,0.0552044569980249,0.77,0.907,0.0907
315,1.45240792416,0.58,0.0167893019874081,0.77,0.90796,0.090796
316,0.485708727456,0.58,-0.0231858471641235,0.77,0.90879,0.090879
317,0.7274802888,0.58,-0.027421285205321,0.77,0.90917,0.090917
318,1.05337423296,0.58,0.0150397245234107,0.77,0.90985,0.090985
319,0.585255985632,0.58,0.0288636759824414,0.77,0.91031,0.091031
320,0.2347455384,0.58,0.114173955862829,0.77,0.91079,0.091079
321,-0.00113649111936,0.58,0.188113526104534,0.77,0.91098,0.091098
322,0.0168477202368,0.58,0.0610475090926701,0.77,0.91192,0.091192
323,0.00571864931712,0.58,0.0880507272912507,0.77,0.91252,0.091252
324,0.257986099008,0.58,0.057507887926641,0.77,0.91354,0.091354
325,0.640216897056,0.58,0.111797022560107,0.77,0.91521,0.091521
326,0.41556367872,0.58,0.0576983009945024,0.77,0.91627,0.091627
327,0.0914340746592,0.58,0.114937114220394,0.77,0.91687,0.091687
328,0.065241048672,0.58,0.104859131116524,0.77,0.91658,0.091658
329,0.109008678528,0.58,0.0404381153112221,0.77,0.91652,0.091652
330,0.607854232224,0.58,0.0498591074079399,0.77,0.9174,0.09174
331,0.958823326944,0.58,0.100471086368986,0.77,0.91731,0.091731
332,0.41399161776,0.58,0.10949406363147,0.77,0.91612,0.091612
333,0.0575972005824,0.58,0.0158481076980079,0.77,0.916,0.0916
334,0.253388209824,0.58,0.0445545347042647,0.77,0.9166,0.09166
335,0.625940715744,0.58,0.07307628749056,0.77,0.917,0.0917
336,0.201180220992,0.58,0.10162717413331,0.77,0.917,0.0917
337,0.164704256064,0.58,0.098814616565076,0.77,0.91725,0.091725
338,0.312119992224,0.58,-0.0549643915053842,0.77,0.918,0.0918
339,0.800668806048,0.58,0.0932063370429514,0.77,0.918,0.0918
340,0.618200779968,0.58,0.0613727170637239,0.77,0.918,0.0918
341,0.662544313344,0.58,0.0189028175253055,0.77,0.91775,0.091775
342,0.315489287232,0.58,0.0156166496867592,0.77,0.917,0.0917
343,0.706982274144,0.58,0.331853492752547,0.77,0.91694,0.091694
344,0.294650918784,0.58,0.0351009499429559,0.77,0.91602,0.091602
345,0.701573969376,0.58,0.0196996048292765,0.77,0.916,0.0916
346,0.332615931552,0.58,0.0663487179541159,0.77,0.916,0.0916
347,0.557699780448,0.58,0.0575977299282472,0.77,0.9169,0.09169
348,0.651327165504,0.58,0.192366512661559,0.77,0.91698,0.091698
349,0.362097003456,0.58,0.00598046971922,0.77,0.91604,0.091604
350,-9999,-9999,0.0692579724116701,0.77,0.91644,0.091644
351,0.506261738304,0.58,0.0628106147882207,0.77,0.91783,0.091783
352,0.621502626816,0.58,0.00195161555488774,0.77,0.918,0.0918
353,0.301011799104,0.58,0.0411161270943538,0.77,0.918,0.0918
354,0.287883274176,0.58,0.0716677476928027,0.77,0.91806,0.091806
355,0.394973311968,0.58,0.0182935751927292,0.77,0.91804,0.091804
356,0.415914409152,0.58,0.0324897153850184,0.77,0.918,0.0918
357,0.538996924512,0.58,0.0244914965819801,0.77,0.918,0.0918
358,0.133979025024,0.58,0.10454665028626,0.77,0.91796,0.091796
359,0.0770467595328,0.58,0.0555640361024757,0.77,0.91798,0.091798
360,0.262242596736,0.58,0.0267685231792148,0.77,0.91865,0.091865
361,0.162992110464,0.58,0.0216039957768173,0.77,0.91946,0.091946
362,0.311089591872,0.58,0.0234498611193741,0.77,0.92,0.092
363,0.446684259744,0.58,0.039444687811446,0.77,0.92025,0.092025
364,0.20741346864,0.58,0.0261422556058862,0.77,0.92033,0.092033
365,0.329915929824,0.58,0.0424256042604844,0.77,0.92037,0.092037
