   gpp_acm,
          0.1068,
          0.1391,
          0.1706,
          0.1000,
          0.0923,
          0.0927,
          0.1031,
          0.1219,
          0.1852,
          0.1875,
          0.1972,
          0.2044,
          0.2389,
          0.2517,
          0.2296,
          0.2343,
          0.2121,
          0.2334,
          0.1752,
          0.1510,
          0.1807,
          0.1427,
          0.1693,
          0.1582,
          0.2800,
          0.3170,
          0.2709,
          0.3552,
          0.4107,
          0.1865,
          0.2218,
          0.2286,
          0.2706,
          0.4578,
          0.5184,
          0.4688,
          0.5137,
          0.5739,
          0.7357,
          0.7074,
          0.7830,
          0.5294,
          0.6136,
          0.5820,
          0.6340,
          0.6358,
          0.6258,
          0.5902,
          0.6002,
          0.6019,
          0.7425,
          0.7130,
          0.8137,
          0.9346,
          1.1507,
          1.3673,
          1.4398,
          1.2045,
          0.9790,
          1.1969,
          1.2149,
          1.3481,
          1.4689,
          1.6727,
          1.8411,
          1.3421,
          1.4867,
          1.9006,
          2.1629,
          1.8874,
          2.3947,
          1.2340,
          1.5025,
          2.1251,
          2.4325,
          2.3992,
          2.7696,
          3.0753,
          2.4796,
          2.0115,
          3.0790,
          3.5718,
          3.7068,
          2.6851,
          2.3410,
          3.3906,
          3.6359,
          4.1259,
          4.1539,
          4.3929,
          4.8089,
          4.0922,
          4.9624,
          4.9349,
          4.9575,
          5.1066,
          4.3117,
          5.4964,
          5.8916,
          5.7125,
          4.3519,
          6.6256,
          7.5168,
          6.9689,
          8.6250,
          8.9236,
          8.5108,
          9.1093,
          9.4414,
          8.1279,
          9.2171,
          9.9113,
          7.3417,
          9.3827,
          9.8494,
          8.7389,
          9.5485,
          9.8711,
          9.5987,
          7.2825,
          6.7006,
          9.3619,
          6.4514,
          9.0486,
         10.4420,
         10.5181,
          7.4056,
          8.0516,
          7.7829,
          9.6316,
          5.8970,
          9.0397,
          9.8277,
         10.0425,
          8.1552,
         10.0920,
          9.3979,
          9.4669,
          8.0996,
          4.3795,
          8.6536,
          8.9837,
          6.6659,
          9.9395,
          7.9302,
          9.3954,
          9.2871,
          9.2429,
          8.5188,
          8.5250,
          9.1243,
          6.8902,
          8.1312,
          4.0482,
          4.9740,
          6.8897,
          8.1733,
          8.2493,
          6.6773,
          5.8363,
          6.4684,
          7.4826,
          6.6428,
          6.8974,
          5.3421,
          7.1263,
          7.4765,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0017,
          0.0043,
          0.0069,
          0.0090,
          0.0115,
          0.0137,
          0.0178,
          0.0166,
          0.0320,
          0.0303,
          0.0321,
          0.0298,
          0.0329,
          0.0375,
          0.0426,
          0.0389,
          0.0396,
          0.0404,
          0.0411,
          0.0419,
          0.0427,
          0.0435,
          0.0443,
          0.0451,
          0.0460,
          0.0468,
          0.0477,
          0.0486,
          0.0495,
          0.0504,
          0.0513,
          0.0523,
          0.0533,
          0.0542,
          0.0552,
          0.0562,
          0.0573,
          0.0583,
          0.0594,
          0.0605,
          0.0616,
          0.0627,
          0.0638,
          0.0650,
          0.0661,
          0.0673,
          0.0685,
          0.0698,
          0.0710,
          0.0723,
          0.0736,
          0.0749,
          0.0762,
          0.0775,
          0.0789,
          0.0803,
          0.0817,
          0.0831,
          0.0846,
          0.0861,
          0.0876,
          0.0891,
          0.0906,
          0.0922,
          0.0938,
          0.0954,
          0.0970,
          0.0987,
          0.1003,
          0.1020,
          0.1038,
          0.1055,
          0.1073,
          0.1091,
          0.1109,
          0.1127,
          0.1177,
          0.1198,
          0.1219,
          0.1240,
          0.1261,
          0.1283,
          0.1306,
          0.1349,
          0.1372,
          0.1396,
          0.1421,
          0.1446,
          0.1471,
          0.1479,
          0.1504,
