   gpp_acm,
             NaN,
             NaN,
             NaN,
             NaN,
             NaN,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0000,
          0.0021,
          0.0041,
          0.0064,
          0.0118,
          0.0128,
          0.0174,
          0.0196,
          0.0219,
          0.0211,
          0.0238,
          0.0302,
          0.0300,
          0.0300,
          0.0337,
          0.0290,
          0.0427,
          0.0349,
          0.0433,
          0.0538,
          0.0421,
          0.0485,
          0.0428,
          0.0506,
          0.0517,
          0.0493,
          0.0522,
          0.0406,
          0.0384,
          0.0418,
          0.0470,
          0.0400,
          0.0428,
          0.0357,
          0.0424,
          0.0386,
          0.0430,
          0.0332,
          0.0473,
          0.0436,
          0.0374,
          0.0370,
          0.0358,
          0.0389,
          0.0449,
          0.0406,
          0.0380,
          0.0338,
          0.0312,
          0.0310,
          0.0385,
          0.0365,
          0.0269,
          0.0328,
          0.0291,
          0.0257,
          0.0352,
          0.0313,
          0.0316,
          0.0274,
          0.0261,
          0.0303,
          0.0381,
          0.0382,
          0.0416,
          0.0358,
          0.0399,
          0.0345,
          0.0234,
          0.0219,
          0.0224,
          0.0257,
          0.0278,
          0.0284,
          0.0270,
          0.0297,
          0.0267,
          0.0314,
          0.0361,
          0.0438,
          0.0488,
          0.0341,
          0.0422,
          0.0556,
          0.0452,
          0.0279,
          0.0300,
          0.0263,
          0.0293,
          0.0245,
          0.0385,
          0.0414,
          0.0398,
          0.0269,
          0.0301,
          0.0272,
          0.0330,
          0.0379,
          0.0327,
          0.0348,
          0.0279,
          0.0349,
          0.0373,
          0.0457,
          0.0364,
          0.0442,
          0.0481,
          0.0323,
          0.0382,
          0.0348,
          0.0345,
          0.0368,
          0.0380,
          0.0511,
          0.0679,
          0.0575,
          0.0604,
          0.0577,
          0.0753,
          0.0811,
          0.0622,
          0.0591,
          0.0502,
          0.0593,
          0.0650,
          0.0458,
          0.0655,
          0.0434,
          0.0469,
          0.0596,
          0.0713,
          0.0631,
          0.0868,
          0.0602,
          0.0612,
          0.0626,
          0.0613,
          0.0734,
          0.0817,
          0.0926,
          0.0848,
          0.0847,
          0.1113,
          0.1023,
          0.0815,
          0.0810,
          0.0983,
          0.0882,
          0.0776,
          0.0616,
          0.0425,
          0.0532,
          0.0576,
          0.0633,
          0.0718,
          0.0754,
          0.0788,
          0.1224,
          0.1256,
          0.1363,
          0.0971,
          0.1563,
