stock_foli,       LAI,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0198,          0.0010,
          0.0437,          0.0022,
          0.0768,          0.0039,
          0.1238,          0.0063,
          0.1462,          0.0075,
          0.1670,          0.0086,
          0.1951,          0.0100,
          0.2268,          0.0116,
          0.2552,          0.0131,
          0.2894,          0.0148,
          0.3211,          0.0165,
          0.3486,          0.0179,
          0.3789,          0.0194,
          0.4147,          0.0213,
          0.4528,          0.0232,
          0.4880,          0.0250,
          0.5273,          0.0270,
          0.5531,          0.0284,
          0.5857,          0.0300,
          0.6210,          0.0318,
          0.6316,          0.0324,
          0.6439,          0.0330,
          0.6546,          0.0336,
          0.6674,          0.0342,
          0.6804,          0.0349,
          0.6928,          0.0355,
          0.7059,          0.0362,
          0.7162,          0.0367,
          0.7258,          0.0372,
          0.7363,          0.0378,
          0.7482,          0.0384,
          0.7582,          0.0389,
          0.7690,          0.0394,
          0.7780,          0.0399,
          0.7887,          0.0404,
          0.7984,          0.0409,
          0.8092,          0.0415,
          0.8175,          0.0419,
          0.8294,          0.0425,
          0.8404,          0.0431,
          0.8498,          0.0436,
          0.8591,          0.0441,
          0.8681,          0.0445,
          0.8779,          0.0450,
          0.8892,          0.0456,
          0.8994,          0.0461,
          0.9090,          0.0466,
          0.9175,          0.0470,
          0.9253,          0.0475,
          0.9331,          0.0479,
          0.9428,          0.0483,
          0.9520,          0.0488,
          0.9588,          0.0492,
          0.9670,          0.0496,
          0.9743,          0.0500,
          0.9808,          0.0503,
          0.9896,          0.0508,
          0.9975,          0.0512,
          1.0055,          0.0516,
          1.0124,          0.0519,
          1.0189,          0.0523,
          1.0266,          0.0526,
          1.0362,          0.0531,
          1.0458,          0.0536,
          1.0562,          0.0542,
          1.0652,          0.0546,
          1.0753,          0.0551,
          1.0839,          0.0556,
          1.0898,          0.0559,
          1.0953,          0.0562,
          1.1010,          0.0565,
          1.1075,          0.0568,
          1.1145,          0.0572,
          1.1216,          0.0575,
          1.1284,          0.0579,
          1.1359,          0.0582,
          1.1426,          0.0586,
          1.1505,          0.0590,
          1.1595,          0.0595,
          1.1706,          0.0600,
          1.1828,          0.0607,
          1.1914,          0.0611,
          1.2020,          0.0616,
          1.2160,          0.0624,
          1.2273,          0.0629,
          1.2343,          0.0633,
          1.2419,          0.0637,
          1.2485,          0.0640,
          1.2559,          0.0644,
          1.2620,          0.0647,
          1.2717,          0.0652,
          1.2821,          0.0657,
          1.2921,          0.0663,
          1.2989,          0.0666,
          1.3064,          0.0670,
          1.3133,          0.0673,
          1.3216,          0.0678,
          1.3311,          0.0683,
          1.3393,          0.0687,
          1.3481,          0.0691,
          1.3551,          0.0695,
          1.3639,          0.0699,
          1.3733,          0.0704,
          1.3848,          0.0710,
          1.3939,          0.0715,
          1.4050,          0.0721,
          1.4171,          0.0727,
          1.4252,          0.0731,
          1.4348,          0.0736,
          1.4436,          0.0740,
          1.4523,          0.0745,
          1.4615,          0.0749,
          1.4710,          0.0754,
          1.4839,          0.0761,
          1.5010,          0.0770,
          1.5154,          0.0777,
          1.5306,          0.0785,
          1.5451,          0.0792,
          1.5641,          0.0802,
          1.5845,          0.0813,
          1.6001,          0.0821,
          1.6150,          0.0828,
          1.6276,          0.0835,
          1.6425,          0.0842,
          1.6589,          0.0851,
          1.6704,          0.0857,
          1.6869,          0.0865,
          1.6978,          0.0871,
          1.7096,          0.0877,
          1.7245,          0.0884,
          1.7425,          0.0894,
          1.7583,          0.0902,
          1.7802,          0.0913,
          1.7953,          0.0921,
          1.8107,          0.0929,
          1.8265,          0.0937,
          1.8419,          0.0945,
          1.8604,          0.0954,
          1.8809,          0.0965,
          1.9042,          0.0977,
          1.9255,          0.0987,
          1.9468,          0.0998,
          1.9748,          0.1013,
          2.0005,          0.1026,
          2.0210,          0.1036,
          2.0414,          0.1047,
          2.0661,          0.1060,
          2.0883,          0.1071,
          2.1078,          0.1081,
          2.1233,          0.1089,
          2.1340,          0.1094,
          2.1474,          0.1101,
          2.1619,          0.1109,
          2.1778,          0.1117,
          2.1958,          0.1126,
          2.2148,          0.1136,
          2.2346,          0.1146,
          2.2654,          0.1162,
          2.2970,          0.1178,
          2.3312,          0.1195,
          2.3556,          0.1208,
          2.3949,          0.1228,
          2.4217,          0.1242,
          2.4567,          0.1260,
          2.4995,          0.1282,
          2.5247,          0.1295,
          2.5479,          0.1307,
          2.5711,          0.1319,
          2.5970,          0.1332,
          2.6277,          0.1348,
          2.6742,          0.1371,
          2.7212,          0.1395,
          2.7707,          0.1421,
          2.8220,          0.1447,
          2.8819,          0.1478,
          2.9451,          0.1510,
          3.0027,          0.1540,
          3.0615,          0.1570,
          3.1147,          0.1597,
          3.1732,          0.1627,
          3.2172,          0.1650,
          3.2551,          0.1669,
          3.3004,          0.1693,
          3.3362,          0.1711,
          3.3787,          0.1733,
          3.4183,          0.1753,
          3.4885,          0.1789,
          3.5679,          0.1830,
          3.6357,          0.1864,
          3.7246,          0.1910,
          3.8274,          0.1963,
          3.8740,          0.1987,
          3.9294,          0.2015,
          3.9865,          0.2044,
          4.0541,          0.2079,
          4.1683,          0.2138,
          4.2973,          0.2204,
          4.4139,          0.2264,
          4.5412,          0.2329,
          4.6834,          0.2402,
          4.8655,          0.2495,
          5.0402,          0.2585,
          5.2333,          0.2684,
          5.3636,          0.2751,
          5.5146,          0.2828,
          5.6578,          0.2901,
          5.8137,          0.2981,
          5.9701,          0.3062,
          6.1240,          0.3141,
          6.2691,          0.3215,
          6.4167,          0.3291,
          6.5644,          0.3366,
          6.7466,          0.3460,
          6.9213,          0.3549,
          7.1202,          0.3651,
          7.3482,          0.3768,
          7.6285,          0.3912,
          7.9608,          0.4082,
          8.3105,          0.4262,
          8.6029,          0.4412,
          8.8405,          0.4534,
          9.1307,          0.4682,
          9.4248,          0.4833,
          9.7510,          0.5001,
         10.1061,          0.5183,
         10.5098,          0.5390,
         10.9541,          0.5617,
         11.2779,          0.5784,
         11.6363,          0.5967,
         12.0937,          0.6202,
         12.6138,          0.6469,
         13.0669,          0.6701,
         13.6408,          0.6995,
         13.9362,          0.7147,
         14.2957,          0.7331,
         14.8029,          0.7591,
         15.3822,          0.7888,
         15.9657,          0.8188,
         16.6639,          0.8546,
         17.4644,          0.8956,
         18.1325,          0.9299,
         18.6922,          0.9586,
         19.5801,          1.0041,
         20.6393,          1.0584,
         21.7558,          1.1157,
         22.5731,          1.1576,
         23.2924,          1.1945,
         24.3374,          1.2481,
         25.4668,          1.3060,
         26.7581,          1.3722,
         28.0645,          1.4392,
         29.4045,          1.5079,
         30.8300,          1.5810,
         32.0027,          1.6412,
         33.3405,          1.7098,
         34.6463,          1.7767,
         35.9153,          1.8418,
         37.2080,          1.9081,
         38.2376,          1.9609,
         39.5142,          2.0264,
         40.8048,          2.0926,
         42.0186,          2.1548,
         42.9110,          2.2006,
         44.2161,          2.2675,
         45.6186,          2.3394,
         46.8762,          2.4039,
         48.3826,          2.4812,
         49.8240,          2.5551,
         51.0675,          2.6188,
         52.2427,          2.6791,
         53.3143,          2.7341,
         54.1174,          2.7752,
         54.9908,          2.8200,
         55.8822,          2.8658,
         56.5191,          2.8984,
         57.2903,          2.9380,
         58.0435,          2.9766,
         58.6837,          3.0094,
         59.3289,          3.0425,
         59.9315,          3.0734,
         60.4623,          3.1006,
         60.8335,          3.1197,
         61.1538,          3.1361,
         61.5837,          3.1581,
         61.8579,          3.1722,
         62.2255,          3.1911,
         62.6232,          3.2114,
         63.0053,          3.2310,
         63.2633,          3.2443,
         63.5313,          3.2580,
         63.7795,          3.2707,
         64.0680,          3.2855,
         64.2267,          3.2937,
         64.4477,          3.3050,
         64.6607,          3.3159,
         64.8682,          3.3266,
         65.0231,          3.3345,
         65.1908,          3.3431,
         65.3158,          3.3495,
         65.4324,          3.3555,
         65.5187,          3.3599,
         65.5508,          3.3616,
         65.6091,          3.3646,
         65.6470,          3.3665,
         65.6498,          3.3667,
         65.6452,          3.3664,
         65.6246,          3.3654,
         65.6009,          3.3642,
         65.5752,          3.3628,
         65.5486,          3.3615,
         65.5212,          3.3601,
         65.4932,          3.3586,
         65.4645,          3.3572,
         65.4338,          3.3556,
         65.4003,          3.3539,
         65.3646,          3.3520,
         65.3251,          3.3500,
         65.2834,          3.3479,
         65.2398,          3.3456,
         65.1917,          3.3432,
         65.1378,          3.3404,
         65.0792,          3.3374,
         65.0139,          3.3340,
         64.9390,          3.3302,
         64.8600,          3.3262,
         64.7785,          3.3220,
         64.6928,          3.3176,
         64.6024,          3.3129,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0000,          0.0000,
          0.0178,          0.0009,
          0.0395,          0.0020,
          0.0632,          0.0032,
          0.1042,          0.0053,
          0.1500,          0.0077,
          0.1692,          0.0087,
          0.1892,          0.0097,
          0.2150,          0.0110,
          0.2605,          0.0134,
          0.3081,          0.0158,
          0.3418,          0.0175,
          0.3711,          0.0190,
          0.4425,          0.0227,
          0.4772,          0.0245,
          0.5010,          0.0257,
          0.5117,          0.0262,
          0.5215,          0.0267,
          0.5315,          0.0273,
          0.5417,          0.0278,
          0.5521,          0.0283,
          0.5626,          0.0289,
          0.5734,          0.0294,
          0.5843,          0.0300,
          0.5955,          0.0305,
          0.6068,          0.0311,
          0.6184,          0.0317,
          0.6302,          0.0323,
          0.6422,          0.0329,
          0.6544,          0.0336,
          0.6668,          0.0342,
          0.6795,          0.0348,
          0.6924,          0.0355,
          0.7055,          0.0362,
          0.7188,          0.0369,
          0.7324,          0.0376,
          0.7462,          0.0383,
          0.7603,          0.0390,
          0.7746,          0.0397,
          0.7892,          0.0405,
          0.8041,          0.0412,
          0.8192,          0.0420,
          0.8345,          0.0428,
          0.8501,          0.0436,
          0.8660,          0.0444,
          0.8822,          0.0452,
          0.8987,          0.0461,
          0.9154,          0.0469,
          0.9325,          0.0478,
          0.9498,          0.0487,
          0.9674,          0.0496,
          0.9854,          0.0505,
          1.0036,          0.0515,
          1.0222,          0.0524,
          1.0410,          0.0534,
          1.0602,          0.0544,
          1.0797,          0.0554,
          1.0996,          0.0564,
          1.1198,          0.0574,
          1.1403,          0.0585,
          1.1612,          0.0595,
          1.1824,          0.0606,
          1.2040,          0.0617,
          1.2259,          0.0629,
          1.2482,          0.0640,
          1.2708,          0.0652,
          1.2939,          0.0664,
          1.3173,          0.0676,
          1.3411,          0.0688,
          1.3653,          0.0700,
          1.3899,          0.0713,
          1.4149,          0.0726,
          1.4403,          0.0739,
          1.4661,          0.0752,
          1.4923,          0.0765,
          1.5190,          0.0779,
          1.5460,          0.0793,
          1.5735,          0.0807,
          1.6022,          0.0822,
          1.6314,          0.0837,
          1.6611,          0.0852,
          1.6913,          0.0867,
          1.7219,          0.0883,
          1.7531,          0.0899,
          1.7848,          0.0915,
          1.8176,          0.0932,
          1.8508,          0.0949,
          1.8847,          0.0966,
          1.9191,          0.0984,
          1.9541,          0.1002,
          1.9897,          0.1020,
